dbr:Little_Cop	wd:Q13618766
dbr:George_Lucas	wd:Q38222
dbr:Kingston_u002C__Jamaica	wd:Q34692
dbr:Porno_Graffitti	wd:Q1156513
dbr:Salas_u002D_e_Babajani_County	wd:Q393364
dbr:Farewell_to_Paradise	wd:Q5435058
dbr:Meet_Me_After_the_Show	wd:Q10863427
dbr:Wyatt_Earp__u0028_film_u0029_	wd:Q1355172
dbr:Georgi_Zakharov	wd:Q2041613
dbr:Michael_McElhatton	wd:Q6832667
dbr:The_Evening_Star	wd:Q1678645
dbr:Estrela_Clube_Primeiro_de_Maio	wd:Q1305651
dbr:Grand_Central_Murder	wd:Q3113552
dbr:For_Colored_Girls	wd:Q4359765
dbr:Abhiyum_Naanum	wd:Q4667488
dbr:Left_u002D_wing_politics	wd:Q164597
dbr:Big_Wednesday	wd:Q2140490
dbr:Amistad__u0028_film_u0029_	wd:Q472361
dbr:Planet_of_the_Apes__u0028_2001_film_u0029_	wd:Q469624
dbr:Leslie_Nielsen	wd:Q82786
dbr:Jimmy_Conlin	wd:Q3179026
dbr:Thirudadhe	wd:Q7785275
dbr:The_Adventurer__u0028_1917_film_u0029_	wd:Q1192082
dbr:Pete_Worden	wd:Q7172350
dbr:Ain_u0027_t_Misbehavin_u0027___u0028_film_u0029_	wd:Q3208156
dbr:Schiedam	wd:Q204709
dbr:Lindsley_Parsons	wd:Q16873053
dbr:Spook_Busters	wd:Q7579081
dbr:Rascal_Flatts	wd:Q753598
dbr:Manuel_Aeschlimann	wd:Q3286733
dbr:Henry_Louis_Gates_u002C__Jr_u002E_	wd:Q561458
dbr:One_Headlight	wd:Q7092705
dbr:Third_u002D_person_shooter	wd:Q380266
dbr:Amr_ibn_al_u002D_Layth	wd:Q45212
dbr:Beer_in_Mexico__u0028_song_u0029_	wd:Q4880009
dbr:_u0028_I_Do_It_u0029__For_the_Money	wd:Q4544790
dbr:Nightmare_Cafe	wd:Q3876786
dbr:Kabir_Bedi	wd:Q312719
dbr:Battle_of_Britain__u0028_film_u0029_	wd:Q714989
dbr:Arthur_Hornblow_u002C__Jr_u002E_	wd:Q709913
dbr:Magalir_Mattum	wd:Q6729637
dbr:The_Dummy	wd:Q2674681
dbr:Underdog_Victorious	wd:Q7883567
dbr:Chakravarthi_Thirumagal	wd:Q5068413
dbr:The_Babysitter	wd:Q385951
dbr:Beneath_the_Valley_of_the_Ultra_u002D_Vixens	wd:Q782533
dbr:The_Nephews_of_Zorro	wd:Q1655320
dbr:CTV_Television_Network	wd:Q767221
dbr:Spanish_u2013_American_War	wd:Q12583
dbr:Institutional_Revolutionary_Party	wd:Q682969
dbr:The_Helicopter_Spies	wd:Q3058433
dbr:For_Emma_u002C__Forever_Ago	wd:Q1753919
dbr:The_Deal__u0028_Seinfeld_u0029_	wd:Q7729381
dbr:Villa_San_Giovanni__u0028_Milan_Metro_u0029_	wd:Q1085042
dbr:London_Overground	wd:Q746021
dbr:Dreams_for_Sale	wd:Q5306721
dbr:Tiempo	wd:Q2064960
dbr:Driver_8	wd:Q1419699
dbr:Magdalene_College_u002C__Cambridge	wd:Q776807
dbr:Evolven	wd:Q19878141
dbr:Tjalling_Koopmans	wd:Q110968
dbr:Steve_Vai	wd:Q193397
dbr:Fellini_Satyricon	wd:Q18416
dbr:Alexander_Varchenko	wd:Q1458824
dbr:Charles_Foster_Barham	wd:Q5077745
dbr:Our_Family_Wedding	wd:Q2625088
dbr:Barbara_Rush	wd:Q441705
dbr:Dunked_in_the_Deep	wd:Q5315348
dbr:Pilot__u0028_Twin_Peaks_u0029_	wd:Q1110652
dbr:Lawyer	wd:Q40348
dbr:Genndy_Tartakovsky	wd:Q347111
dbr:Dirty_Deeds_Done_Dirt_Cheap	wd:Q290268
dbr:Hostage__u0028_film_u0029_	wd:Q328320
dbr:Evil_Genius__u0028_video_game_u0029_	wd:Q976856
dbr:Basic__u0028_film_u0029_	wd:Q28776
dbr:Hodder__u0026__Stoughton	wd:Q14175176
dbr:Whisky_Galore_u0021___u0028_film_u0029_	wd:Q1455926
dbr:The_Reluctant_King	wd:Q7760123
dbr:Indiana_University	wd:Q6608367
dbr:Kentavious_Caldwell_u002D_Pope	wd:Q13562909
dbr:Accumulation_u003A__None	wd:Q4672901
dbr:Vampire_Noir	wd:Q7912997
dbr:Paul_Crespo	wd:Q7150015
dbr:County_Kerry	wd:Q184469
dbr:Jeff_Glass	wd:Q860946
dbr:The_Adventuress_from_the_Floor_Above	wd:Q3204939
dbr:The_Lost_Episodes	wd:Q1060965
dbr:Mao_u003A__A_Reinterpretation	wd:Q6753570
dbr:Norman_Lewis__u0028_artist_u0029_	wd:Q7052490
dbr:Lady_in_the_Dark__u0028_film_u0029_	wd:Q1750380
dbr:Airplane_II_u003A__The_Sequel	wd:Q502303
dbr:Universal_Motown_Records	wd:Q4005789
dbr:The_Haunting__u0028_1999_film_u0029_	wd:Q786019
dbr:An_Airman_u0027_s_Letter_to_His_Mother	wd:Q4749745
dbr:Film_director	wd:Q2526255
dbr:Chakravyuh	wd:Q5068419
dbr:Justice_and_Development_Party__u0028_Turkey_u0029_	wd:Q19077
dbr:Antonio_Siciliano	wd:Q3620222
dbr:Lee_Tergesen	wd:Q60493
dbr:The_Goat__u0028_1921_film_u0029_	wd:Q246324
dbr:Freak_Puke	wd:Q3086749
dbr:The_Yoko_Factor	wd:Q2892456
dbr:Doin_u0027__Time_on_Planet_Earth	wd:Q1174822
dbr:Bringin_u0027__On_the_Heartbreak	wd:Q2086249
dbr:Spanish_Harlem_Incident	wd:Q3113523
dbr:ATB	wd:Q77002
dbr:Semi_u002D_Tough	wd:Q7449276
dbr:Pritam_Chakraborty	wd:Q3633978
dbr:Kim_Beazley	wd:Q304561
dbr:Fort_Lauderdale_Stadium	wd:Q2974594
dbr:Sofia	wd:Q472
dbr:Rasputin_and_the_Empress	wd:Q827064
dbr:Masaya_Kato	wd:Q1431768
dbr:Freak_like_Me	wd:Q1452122
dbr:W_u002E__Scott_Wilkinson	wd:Q7945990
dbr:Jan_u002D_Michael_Vincent	wd:Q710128
dbr:Elsie_Wagstaff	wd:Q5367639
dbr:Paul_Hartmann__u0028_actor_u0029_	wd:Q75505
dbr:Nickelodeon	wd:Q154958
dbr:Robert_F_u002E__Simon	wd:Q3435069
dbr:Parijatham	wd:Q12985995
dbr:Lili	wd:Q1824959
dbr:It_u0027_s_a_Date	wd:Q3927741
dbr:Legionnaire__u0028_video_game_u0029_	wd:Q2051180
dbr:David_Bowie	wd:Q5383
dbr:Seven_Sinners__u0028_1940_film_u0029_	wd:Q1168840
dbr:Down_Home__u0028_Chet_Atkins_album_u0029_	wd:Q5302826
dbr:Un_u0027_emozione_per_sempre	wd:Q4003589
dbr:Matt_Cardle	wd:Q925947
dbr:Chris_Lowe	wd:Q433587
dbr:A_Perfect_Getaway	wd:Q300517
dbr:George_Washington	wd:Q23
dbr:City_of_Tiny_Lights__u0028_film_u0029_	wd:Q21527555
dbr:Southampton_F_u002E_C_u002E_	wd:Q18732
dbr:Angeta_Rud_u002D_e_Pain	wd:Q5721580
dbr:Sonnenbank_Flavour	wd:Q7561943
dbr:The_Payoff__u0028_1942_film_u0029_	wd:Q7756412
dbr:David_Grossman__u0028_director_u0029_	wd:Q3018013
dbr:Kings_Row	wd:Q1620416
dbr:What_About_Your_Friends	wd:Q1415757
dbr:In_Praise_of_Pip	wd:Q4451478
dbr:William_Walton	wd:Q310939
dbr:Azerbaijani_language	wd:Q9292
dbr:New_Allegiances	wd:Q7005280
dbr:Bagnolet	wd:Q208943
dbr:Crash_Here_Tonight	wd:Q5182359
dbr:The_Hitler_Gang	wd:Q2411975
dbr:Age_of_Indiscretion	wd:Q3793952
dbr:Jake_Humphrey	wd:Q2856679
dbr:Dino_De_Laurentiis	wd:Q296796
dbr:Samantha_Mathis	wd:Q237190
dbr:Fran_Walsh	wd:Q116861
dbr:It_u0027_s_All_Gone_Pete_Tong	wd:Q128503
dbr:Vichy	wd:Q93351
dbr:University_of_Arizona	wd:Q503419
dbr:Pier_Angeli	wd:Q106988
dbr:Branded_Man__u0028_song_u0029_	wd:Q4956615
dbr:Too_Hot_to_Handle__u0028_1960_film_u0029_	wd:Q7823844
dbr:Neutral_Port	wd:Q12126490
dbr:Dangerous_Curves__u0028_1929_film_u0029_	wd:Q5216077
dbr:The_Unfaithfuls	wd:Q3283319
dbr:The_Chronicle_of_Anna_Magdalena_Bach	wd:Q1114312
dbr:Mr_Prime_Minister	wd:Q6929445
dbr:Helen_Frankenthaler	wd:Q235281
dbr:England_national_under_u002D_19_football_team	wd:Q2358861
dbr:Montreal_Maroons	wd:Q546280
dbr:Joseph_Ruben	wd:Q332315
dbr:Godzilla_vs_u002E__Gigan	wd:Q1444750
dbr:Poles_Apart	wd:Q2745212
dbr:Midfielder	wd:Q193592
dbr:Penguin_Books	wd:Q1336200
dbr:Sesso_e_volentieri	wd:Q3231959
dbr:The_Bermuda_Triangle__u0028_film_u0029_	wd:Q844688
dbr:Sina_Tamaddon	wd:Q7521639
dbr:Corey_Haim	wd:Q342370
dbr:V_u00ED_ctor_Claver	wd:Q431301
dbr:A_u002E__R_u002E__Rahman	wd:Q108560
dbr:Un_mandarino_per_Teo	wd:Q4003908
dbr:Cabin_Boy	wd:Q2724012
dbr:Federico_Fellini	wd:Q7371
dbr:Dinavar_District	wd:Q964561
dbr:Sofia_University	wd:Q841581
dbr:Seven_Thieves	wd:Q3235479
dbr:The_Keys_of_the_Kingdom__u0028_film_u0029_	wd:Q3231621
dbr:Earl_Bellamy	wd:Q524386
dbr:West_Coast_hip_hop	wd:Q429264
dbr:Johannes_Salmonsson	wd:Q3180779
dbr:How_to_Make_an_American_Quilt	wd:Q493799
dbr:Crush__u0028_Buffy_the_Vampire_Slayer_u0029_	wd:Q3031224
dbr:Flying_Nun_Records	wd:Q3074625
dbr:Madu_Tiga	wd:Q6728754
dbr:Funky_President__u0028_People_It_u0027_s_Bad_u0029_	wd:Q5509302
dbr:EMI_Films	wd:Q4353408
dbr:The_OA	wd:Q19798744
dbr:Pascal_Leclaire	wd:Q1261834
dbr:Jan_Van_Eyck_Academie	wd:Q1682433
dbr:Political_science	wd:Q36442
dbr:Sadhana_Shivdasani	wd:Q3133978
dbr:Psychological_thriller	wd:Q590103
dbr:Raggedy_Man	wd:Q3836687
dbr:Clash_of_Loyalties	wd:Q3955147
dbr:Vagabond__u0028_film_u0029_	wd:Q2298257
dbr:Up_on_the_Sun	wd:Q3281447
dbr:Over_the_Top__u0028_film_u0029_	wd:Q901148
dbr:NASA	wd:Q23548
dbr:I_Hate_a_Mystery	wd:Q5977501
dbr:Too_Late_the_Hero__u0028_film_u0029_	wd:Q227478
dbr:Messed_Around	wd:Q6821857
dbr:Max__u0026__Shred	wd:Q18328086
dbr:Malden_u002C__Massachusetts	wd:Q54149
dbr:Bruce_Almighty	wd:Q207816
dbr:Billy_Sherwood	wd:Q640953
dbr:Hayrullah_Fi_u015F_ek	wd:Q472502
dbr:Thomas_Joseph_Meskill	wd:Q431804
dbr:Everest_Ascent	wd:Q3061458
dbr:Sultan_Al_Kuwari	wd:Q16970590
dbr:Jewpacabra	wd:Q2336664
dbr:Jacobus_Ensched_u00E9_	wd:Q20732318
dbr:Rebirth__u0028_Masami_Okui_album_u0029_	wd:Q737978
dbr:Four_Tops	wd:Q653480
dbr:A_Tramp_Shining	wd:Q3283296
dbr:Bullet_to_Beijing	wd:Q3611892
dbr:Valais	wd:Q834
dbr:Camp_Nowhere	wd:Q1406309
dbr:Marvin_Golden	wd:Q6778352
dbr:Ellen_Kuras	wd:Q439911
dbr:Viktor__u0028_film_u0029_	wd:Q18202567
dbr:Daventry_District	wd:Q1173419
dbr:David_Bailly	wd:Q724192
dbr:Austrian_Empire	wd:Q131964
dbr:Underworld_u003A__Rise_of_the_Lycans	wd:Q755715
dbr:The_Story_of_Marie_and_Julien	wd:Q1772459
dbr:Words_and_Pictures__u0028_film_u0029_	wd:Q14850712
dbr:Brain_Dead__u0028_1990_film_u0029_	wd:Q3472217
dbr:Yekaterinburg	wd:Q887
dbr:GameSpot	wd:Q45836
dbr:Ron_Perlman	wd:Q220698
dbr:Il_paramedico	wd:Q3795043
dbr:Captain_Pirate	wd:Q3793661
dbr:Home_Alone_2_u003A__Lost_in_New_York	wd:Q221202
dbr:Vivacious_Lady	wd:Q1306800
dbr:Carroll_Baker	wd:Q233891
dbr:The_Long_Kiss_Goodnight	wd:Q1168399
dbr:The_Silent_Man__u0028_film_u0029_	wd:Q19363830
dbr:Underclass_Hero__u0028_song_u0029_	wd:Q2528438
dbr:My_Two_Young_Men	wd:Q1108232
dbr:Takeshis_u0027_	wd:Q2060044
dbr:Against_the_Wind__u0028_film_u0029_	wd:Q4691106
dbr:Gandhi__u0028_film_u0029_	wd:Q202211
dbr:EV_Zug	wd:Q662592
dbr:Michael_Garnett	wd:Q1390176
dbr:Daniel_Lanois	wd:Q935369
dbr:Roadside_Attractions	wd:Q7339672
dbr:All_I_Want_for_Christmas__u0028_film_u0029_	wd:Q1917988
dbr:Arnold_E_u002E__True	wd:Q4795028
dbr:Rhein_u002D_Hunsr_u00FC_ck_u002D_Kreis	wd:Q8574
dbr:Back_Door_to_Heaven	wd:Q4839088
dbr:Paris_Green__u0028_Boardwalk_Empire_u0029_	wd:Q7137292
dbr:Graham_Stark	wd:Q961768
dbr:Damon_Stoudamire	wd:Q460516
dbr:Luise_Millerin	wd:Q22000700
dbr:Easy_Street__u0028_film_u0029_	wd:Q733819
dbr:Peculiaroso	wd:Q7158939
dbr:Lon_Chaney_u002C__Jr_u002E_	wd:Q318261
dbr:Yvette_Cooper	wd:Q291057
dbr:Debbie_Reynolds	wd:Q263696
dbr:Audace_colpo_dei_soliti_ignoti	wd:Q1115555
dbr:S_u002D_Files	wd:Q7387059
dbr:Near_Dublin	wd:Q3222625
dbr:Rad__u0028_film_u0029_	wd:Q7279911
dbr:Good_Life__u0028_Kanye_West_song_u0029_	wd:Q2304699
dbr:St_Eleth_u0027_s_Church_u002C__Amlwch	wd:Q7593024
dbr:The_Royal_Family_of_Broadway	wd:Q1790093
dbr:Robin_Thicke	wd:Q467423
dbr:The_Patriot__u0028_2000_film_u0029_	wd:Q646633
dbr:The_Water_Babies__u0028_film_u0029_	wd:Q2717046
dbr:Microdeal	wd:Q6839448
dbr:Segunda_Divisi_u00F3_n_B	wd:Q751826
dbr:VH1	wd:Q203078
dbr:Monaco	wd:Q235
dbr:No_Such_Thing__u0028_Chris_Cornell_song_u0029_	wd:Q11991617
dbr:Listen_to_Me__u0028_album_u0029_	wd:Q6646399
dbr:Queen_Bee__u0028_graphic_novel_u0029_	wd:Q7270226
dbr:X_Gon_u0027__Give_It_to_Ya	wd:Q4176302
dbr:Jacopo_Alessandro_Calvi	wd:Q3805837
dbr:Drive_u003A__The_Surprising_Truth_About_What_Motivates_Us	wd:Q5307874
dbr:Wazoo__u0028_album_u0029_	wd:Q945922
dbr:Comedy_music	wd:Q5151495
dbr:The_First_Hundred_Years__u0028_film_u0029_	wd:Q7734140
dbr:Roy_Harper	wd:Q365670
dbr:Victoria_University_of_Wellington	wd:Q1150437
dbr:Corey_Glover	wd:Q2166120
dbr:Elizabeth_Witmer	wd:Q5363740
dbr:Gary_Worthan	wd:Q5526199
dbr:Wagon_Master	wd:Q977899
dbr:Harry_Todd	wd:Q918741
dbr:Marguerite_Young	wd:Q6760823
dbr:This_Love__u0028_Maroon_5_song_u0029_	wd:Q1982114
dbr:The_Defamation_of_Strickland_Banks	wd:Q7729568
dbr:Asia	wd:Q48
dbr:Sail_a_Crooked_Ship	wd:Q7400150
dbr:Singeetam_Srinivasa_Rao	wd:Q3495195
dbr:Ice_Planet__u0028_film_u0029_	wd:Q13625367
dbr:Hangover__u0028_2010_film_u0029_	wd:Q16248785
dbr:James_Williamson__u0028_film_pioneer_u0029_	wd:Q1389016
dbr:Party_of_Labour_of_Albania	wd:Q161395
dbr:Game_Boy_Color	wd:Q203992
dbr:Pasqualino_De_Santis	wd:Q1348041
dbr:Bowery_Buckaroos	wd:Q4950930
dbr:Bro__u0028_software_u0029_	wd:Q577472
dbr:Outer_Hebrides	wd:Q80967
dbr:The_Shoes_You_u0027_re_Wearing	wd:Q7763900
dbr:The_Sun_Comes_Up	wd:Q3921672
dbr:Nether_Lands	wd:Q2681104
dbr:Clash_by_Night	wd:Q1766802
dbr:Lava_Records	wd:Q2002177
dbr:Airplane_u0021_	wd:Q497256
dbr:Ed_Decter	wd:Q3048492
dbr:Life_Is_Beautiful	wd:Q19355
dbr:A_Wreath_in_Time	wd:Q2819970
dbr:Lancia_Thesis	wd:Q920836
dbr:In_Little_Italy	wd:Q3797127
dbr:Hanna_u002D_Barbera_u0027_s_50th_u003A__A_Yabba_Dabba_Doo_Celebration	wd:Q10293704
dbr:Hikmet_Bil_u00E2_	wd:Q5760638
dbr:Avant_que_l_u0027_ombre_u002E__u002E__u002E___u0028_song_u0029_	wd:Q2873342
dbr:Varsham__u0028_2004_film_u0029_	wd:Q7916121
dbr:Hugh_Walters__u0028_author_u0029_	wd:Q12020889
dbr:Tonino_Delli_Colli	wd:Q1567717
dbr:Mario_Zampi	wd:Q1485091
dbr:Uttar_Pradesh	wd:Q1498
dbr:Lucky_Stars	wd:Q4259570
dbr:Chardavol_County	wd:Q1291855
dbr:Awakening__u0028_Angel_u0029_	wd:Q3205634
dbr:Victor_J_u002E__Kemper	wd:Q402295
dbr:Porridge__u0028_TV_series_u0029_	wd:Q4347124
dbr:Shock_Corridor	wd:Q1940924
dbr:Walter_Wanger	wd:Q1351511
dbr:Birthday_Girl	wd:Q18964
dbr:La_porta_del_cielo	wd:Q609855
dbr:The_Key__u0028_1958_film_u0029_	wd:Q3020193
dbr:Tokusatsu	wd:Q275934
dbr:Yes__u0028_band_u0029_	wd:Q184386
dbr:The_Case_of_the_Constant_Suicides	wd:Q2790732
dbr:Hanjuku_Hero	wd:Q5648259
dbr:3_u002D_Way__u0028_The_Golden_Rule_u0029_	wd:Q659417
dbr:Buddleja_scordioides	wd:Q4984711
dbr:Dr_u002E__Gillespie_u0027_s_Criminal_Case	wd:Q16250018
dbr:Brooke_Baldwin	wd:Q4974402
dbr:Glen_Campbell	wd:Q162667
dbr:Philippine_Revolution	wd:Q422082
dbr:Cast_a_Long_Shadow	wd:Q2579516
dbr:Final_Fantasy_VII_u003A__Advent_Children	wd:Q387674
dbr:Il_bell_u0027_Antonio	wd:Q815079
dbr:The_Mexican_Staring_Frog_of_Southern_Sri_Lanka	wd:Q465103
dbr:Faces_of_War	wd:Q1301576
dbr:Padua	wd:Q617
dbr:John_Crosfield	wd:Q6227741
dbr:Chapacho	wd:Q5072883
dbr:Vito_D_u0027_Anna	wd:Q1641348
dbr:Their_Purple_Moment	wd:Q3004672
dbr:Karl_Friedrich_Bonhoeffer	wd:Q84790
dbr:Mr_u002E__Tambourine_Man__u0028_album_u0029_	wd:Q959637
dbr:Hells_Bells__u0028_song_u0029_	wd:Q1512224
dbr:Thangamalai_Ragasiyam	wd:Q7710297
dbr:Jonah_Who_Will_Be_25_in_the_Year_2000	wd:Q670633
dbr:The_Sensual_Man	wd:Q534165
dbr:My_Baby__u0028_film_u0029_	wd:Q6944962
dbr:Flatliners	wd:Q514348
dbr:Henry_Blanke	wd:Q97511
dbr:Nouvelle_Vague__u0028_film_u0029_	wd:Q1114038
dbr:Gorillaz	wd:Q189991
dbr:Thomas_E_u002E__Ackerman	wd:Q24296
dbr:Molly__u0028_Cedric_Gervais_song_u0029_	wd:Q6896505
dbr:Take_Me_Home_Tonight__u0028_film_u0029_	wd:Q1506671
dbr:Saskatchewan	wd:Q1989
dbr:Warm_Bodies__u0028_film_u0029_	wd:Q27343
dbr:The_Hot_Chick	wd:Q1131279
dbr:Employee_of_the_Month__u0028_2004_film_u0029_	wd:Q622928
dbr:Robert_Rodriguez	wd:Q47284
dbr:Urshult	wd:Q1025490
dbr:Hitman_City	wd:Q5872115
dbr:Swimfan	wd:Q749569
dbr:Peter_Jackson	wd:Q4465
dbr:Billy_the_Kid__u0028_1941_film_u0029_	wd:Q1199345
dbr:Trauma__u0028_1993_film_u0029_	wd:Q774067
dbr:That_Girl_Montana	wd:Q7711194
dbr:Super_Capers	wd:Q7642233
dbr:Streets_of_Rage	wd:Q1143285
dbr:Ghoul_Trouble	wd:Q5557485
dbr:Metallica	wd:Q15920
dbr:For_One_Day	wd:Q5466836
dbr:The_Age_of_Innocence__u0028_1993_film_u0029_	wd:Q1125442
dbr:Thommy_Abrahamsson	wd:Q1856068
dbr:Nathan_Stickman	wd:Q6969360
dbr:A_Night_In	wd:Q16207500
dbr:Angelo_Francesco_Lavagnino	wd:Q435856
dbr:Lukas_Heller	wd:Q97630
dbr:Desmond_Dickinson	wd:Q518140
dbr:Zarandieh_County	wd:Q1277875
dbr:George_Andrews__u0028_mathematician_u0029_	wd:Q1506867
dbr:Voodoo_Island	wd:Q3563090
dbr:Dwayne_Johnson	wd:Q10738
dbr:I_u0027_ll_Never_Heil_Again	wd:Q10299282
dbr:Four_Horsemen_of_the_Apocalypse__u0028_film_u0029_	wd:Q1219828
dbr:High_Flyers	wd:Q5755476
dbr:Madhouse__u0028_1974_film_u0029_	wd:Q3842359
dbr:Authority_Always_Wins	wd:Q4825939
dbr:Choi_Moo_u002D_ryong	wd:Q5103939
dbr:Ip_Man_u003A__The_Final_Fight	wd:Q10862358
dbr:Ain_u002D_Ervin_Mere	wd:Q2476456
dbr:The_Good_Thief__u0028_film_u0029_	wd:Q467181
dbr:J_u002E__K_u002E__Rowling	wd:Q34660
dbr:Rhaetian_Railway	wd:Q177598
dbr:U_u002E_S_u002E__Folgore_Caratese_A_u002E_S_u002E_D_u002E_	wd:Q323783
dbr:More_than_This__u0028_One_Direction_song_u0029_	wd:Q932456
dbr:Hunger__u0028_2008_film_u0029_	wd:Q1637811
dbr:Cherish__u0028_group_u0029_	wd:Q1070260
dbr:Andrei_Stepanov__u0028_ice_hockey_u0029_	wd:Q502166
dbr:Urimaikural	wd:Q18210084
dbr:The_Bucket_List	wd:Q463768
dbr:Shadow_of_Egypt	wd:Q7460655
dbr:Portland_Trail_Blazers	wd:Q167253
dbr:Kap_u00F2_	wd:Q1234483
dbr:Hellraiser	wd:Q1162728
dbr:Margot_at_the_Wedding	wd:Q1895406
dbr:As_Good_as_It_Gets	wd:Q221594
dbr:Jerome_Karle	wd:Q106733
dbr:Melissa_Joan_Hart	wd:Q429777
dbr:The_Lure_of_the_Gown	wd:Q3521706
dbr:Henry_B_u002E__Walthall	wd:Q661678
dbr:The_Manchurian_Candidate__u0028_1962_film_u0029_	wd:Q521387
dbr:Orchidaceae	wd:Q25308
dbr:Dracula_u003A__Dead_and_Loving_It	wd:Q1254469
dbr:For_Your_Consideration__u0028_film_u0029_	wd:Q3076762
dbr:Audi_A6	wd:Q758718
dbr:The_Headless_Horseman_Pursuing_Ichabod_Crane	wd:Q17141380
dbr:Kate_Capshaw	wd:Q40162
dbr:Fereydoon_Motamed	wd:Q5444083
dbr:Imperial_College_London	wd:Q189022
dbr:Tightrope__u0028_film_u0029_	wd:Q1125083
dbr:Myohla_u002C__Shwegu	wd:Q6947935
dbr:Don_u0027_t_Be_a_Drop_u002D_Out	wd:Q5291452
dbr:Nightcrawlers__u0028_The_Twilight_Zone_u0029_	wd:Q3465716
dbr:Branimir_Kostadinov	wd:Q745904
dbr:Casbah__u0028_film_u0029_	wd:Q2940830
dbr:Julia__u0028_TV_series_u0029_	wd:Q3769219
dbr:The_Mummy__u0028_1999_film_u0029_	wd:Q202508
dbr:Chris_Rock	wd:Q4109
dbr:Werner_R_u002E__Heymann	wd:Q215570
dbr:So_Evil_My_Love	wd:Q10372468
dbr:Move_Over_u002C__Darling	wd:Q948836
dbr:Caligula__u0028_film_u0029_	wd:Q217685
dbr:Ballerup_station	wd:Q4851623
dbr:John_F_u002E__Mulholland_u002C__Jr_u002E_	wd:Q4278519
dbr:House_of_Representatives__u0028_album_u0029_	wd:Q5915310
dbr:Mi_segunda_madre	wd:Q4305433
dbr:Leningrad_Cowboys_Meet_Moses	wd:Q953231
dbr:Mystikal	wd:Q962811
dbr:The_Prize__u0028_1963_film_u0029_	wd:Q751341
dbr:Bruce_Willis	wd:Q2680
dbr:Daniel_O_u0027_Neill__u0028_Royalist_u0029_	wd:Q5218309
dbr:Robert_Vince	wd:Q7350620
dbr:California_Love	wd:Q1990281
dbr:Scooby_u002D_Doo_2_u003A__Monsters_Unleashed	wd:Q581666
dbr:Red_Shirts__u0028_film_u0029_	wd:Q782008
dbr:SRO_Cinemaserye	wd:Q7392847
dbr:Picture__u0028_album_u0029_	wd:Q7191142
dbr:The_Garden_of_the_Finzi_u002D_Continis__u0028_film_u0029_	wd:Q683014
dbr:Toronto_Raptors	wd:Q132880
dbr:Charles_McCrea	wd:Q5080801
dbr:Ren_u00E9__Thury	wd:Q124383
dbr:Patrick_Beverley	wd:Q918596
dbr:Georg_Ulrich_Handke	wd:Q1506244
dbr:Written_on_the_Wind	wd:Q978520
dbr:The_Last_Valley__u0028_1970_film_u0029_	wd:Q1171679
dbr:Don_u0027_t_You_Ever_Leave_Me	wd:Q5292077
dbr:What_u0027_s_Eating_Gilbert_Grape	wd:Q660894
dbr:Three_Comrades__u0028_film_u0029_	wd:Q1040470
dbr:Let_a_Man_Come_In_and_Do_the_Popcorn	wd:Q6533059
dbr:Kashan_County	wd:Q1279103
dbr:Blackpool	wd:Q170377
dbr:Azhakiya_Ravanan	wd:Q4832505
dbr:Diary_of_a_Wimpy_Kid__u0028_film_u0029_	wd:Q74671
dbr:City_u002D_building_game	wd:Q588289
dbr:Good__u0028_film_u0029_	wd:Q2601102
dbr:Old_Crow_Medicine_Show__u0028_album_u0029_	wd:Q7083807
dbr:The_Roller_Blade_Seven	wd:Q12127209
dbr:Ant	wd:Q7386
dbr:By_the_Sea__u0028_1915_film_u0029_	wd:Q947297
dbr:Young_Money_Entertainment	wd:Q1070152
dbr:Tarantula__u0028_Faithless_song_u0029_	wd:Q7685463
dbr:Jim_Dale	wd:Q1689081
dbr:Almost_Grown__u0028_TV_series_u0029_	wd:Q3927312
dbr:Dirty_Weekend__u0028_1993_film_u0029_	wd:Q3029740
dbr:HMCS_Stettler__u0028_K681_u0029_	wd:Q17030394
dbr:In_Country__u0028_film_u0029_	wd:Q230482
dbr:Show_Dog_u002D_Universal_Music	wd:Q7502950
dbr:Paul_Morrell__u0028_footballer_u0029_	wd:Q16732880
dbr:Irving_Brecher	wd:Q382596
dbr:Michael_Bolton	wd:Q312514
dbr:The_Overtaxed	wd:Q2250429
dbr:The_Crowd_Roars__u0028_1938_film_u0029_	wd:Q2247706
dbr:Martyn_Smith__u0028_rugby_league_u0029_	wd:Q6777678
dbr:Tony_Hawk_u0027_s_Pro_Skater_3	wd:Q1463730
dbr:Wardenclyffe_Tower__u0028_album_u0029_	wd:Q7969147
dbr:Jacques_Tati	wd:Q51549
dbr:Jennifer_on_My_Mind	wd:Q1546907
dbr:Anjelica_Huston	wd:Q190998
dbr:Thriller__u0028_Michael_Jackson_album_u0029_	wd:Q44320
dbr:Sega_Game_Gear	wd:Q751719
dbr:TV_Asahi	wd:Q908436
dbr:Saxony_u002D_Anhalt	wd:Q1206
dbr:The_River_Wild	wd:Q451630
dbr:Cinderella__u0028_2015_Disney_film_u0029_	wd:Q15046091
dbr:Compagnia_Generale_del_Disco	wd:Q3684977
dbr:Pokkiri	wd:Q1796783
dbr:Murray_Eaves	wd:Q3328187
dbr:Yellow_Discipline	wd:Q8051710
dbr:Lady_Anna__u0028_novel_u0029_	wd:Q6469939
dbr:The_River_and_the_Highway	wd:Q7761019
