dbr:Bye_Bye_Love__u0028_film_u0029_	wd:Q1018481
dbr:Pushing_u002C__Tajikistan	wd:Q1180129
dbr:Terence_Stamp	wd:Q77298
dbr:Fear_Itself__u0028_The_Outer_Limits_u0029_	wd:Q5439343
dbr:Key_Largo__u0028_film_u0029_	wd:Q830773
dbr:Two_Blondes	wd:Q7858846
dbr:Universal_Hall	wd:Q7893961
dbr:Gratitude__u0028_song_u0029_	wd:Q5597705
dbr:Bharanakoodam	wd:Q4901081
dbr:A_Good_Run_of_Bad_Luck	wd:Q4657126
dbr:Bhoothnath	wd:Q855020
dbr:Azem_Hajdari	wd:Q793657
dbr:Cameron_Diaz	wd:Q44380
dbr:Power__u0028_Boys_Noize_album_u0029_	wd:Q7236252
dbr:Jerry_London	wd:Q3177481
dbr:Johnny_Eager	wd:Q1185386
dbr:Simon_of_the_Desert	wd:Q2357585
dbr:Grass__u0028_1925_film_u0029_	wd:Q1543504
dbr:Cruel_to_Be_Kind	wd:Q5189905
dbr:Herdsmen_of_the_Sun	wd:Q4020616
dbr:York	wd:Q42462
dbr:New_York	wd:Q1384
dbr:Slow_Down_Gandhi	wd:Q7542007
dbr:Alabama_Crimson_Tide_football	wd:Q4705216
dbr:Not_Fade_Away__u0028_Angel_u0029_	wd:Q3204788
dbr:Those_Who_Are_About_to_Die_Salute_You	wd:Q1131034
dbr:Ideal_Film_Company	wd:Q5987928
dbr:Continental_Circus__u0028_album_u0029_	wd:Q2457299
dbr:Dean_Martin	wd:Q215359
dbr:Takeo_Fukuda	wd:Q315584
dbr:Terror_Squad_Entertainment	wd:Q3518860
dbr:Breakn_u0027__a_Sweat	wd:Q23164
dbr:Fox_Searchlight_Pictures	wd:Q953040
dbr:Disciples_II_u003A__Dark_Prophecy	wd:Q2384157
dbr:The_Easiest_Way	wd:Q846810
dbr:Death_to_Traitors	wd:Q5247645
dbr:John_Howard__u0028_American_actor_u0029_	wd:Q3181785
dbr:Bullet_for_Stefano	wd:Q3792851
dbr:God_Love_Her	wd:Q5575918
dbr:Welcome__u0028_2009_film_u0029_	wd:Q2094615
dbr:M_u002E__N_u002E__Nambiar	wd:Q3522075
dbr:Henri_de_Castries	wd:Q1381360
dbr:Merry_Christmas_from_BoA	wd:Q498611
dbr:Wives__u2013__Ten_Years_After	wd:Q10527453
dbr:Herman_J_u002E__Mankiewicz	wd:Q956533
dbr:Ludwig_Maximilian_University_of_Munich	wd:Q55044
dbr:Budanilkantha	wd:Q2385194
dbr:Lassie__u0028_2005_film_u0029_	wd:Q1567731
dbr:StudioCanal	wd:Q2450848
dbr:I_Think_I_Love_My_Wife	wd:Q1656254
dbr:Living_with_Michael_Jackson	wd:Q2287734
dbr:Boris_Alexandrovich_Alexandrov	wd:Q1958951
dbr:Navy	wd:Q4508
dbr:Lee_Greenwood__u0028_rugby_league_u0029_	wd:Q6513721
dbr:Curly_Sue	wd:Q917306
dbr:Elijah_Coleman_Bridgman	wd:Q4570160
dbr:Please_Stand_Up	wd:Q7204244
dbr:Terms_of_Endearment	wd:Q185071
dbr:Brannigan__u0028_film_u0029_	wd:Q898759
dbr:Thomas_Amos_Rogers_Nelson	wd:Q516229
dbr:Eric_Christian_Olsen	wd:Q962221
dbr:Nagarathil_Samsara_Vishayam	wd:Q6958543
dbr:Alpha__u0028_Alice_Nine_album_u0029_	wd:Q4384202
dbr:Yale_University	wd:Q49112
dbr:The_Woman_in_White__u0028_1929_film_u0029_	wd:Q3990081
dbr:Mighty_Joe_Young__u0028_1949_film_u0029_	wd:Q1640553
dbr:I_Get_Money	wd:Q2456090
dbr:Libeled_Lady	wd:Q375578
dbr:Agni_Varsha	wd:Q4693210
dbr:Professional_wrestling	wd:Q131359
dbr:Sawaal__u0028_film_u0029_	wd:Q3429798
dbr:Cello	wd:Q8371
dbr:Come_Go_with_Me	wd:Q3372501
dbr:Nowsud	wd:Q3667163
dbr:El_Mundo_Gira	wd:Q5351662
dbr:Michelle_Wright	wd:Q6837300
dbr:Curse_of_the_Crimson_Altar	wd:Q640041
dbr:Stanley_Clarke	wd:Q453406
dbr:The_Revenge_of_Frankenstein	wd:Q970571
dbr:The_Big_Knife	wd:Q1631423
dbr:Janet_Blair	wd:Q271327
dbr:Woody_Harrelson	wd:Q201279
dbr:Ray_Baartz	wd:Q2133837
dbr:Extreme_u002D_G_2	wd:Q3062635
dbr:Family_Life__u0028_1985_film_u0029_	wd:Q4014898
dbr:Arnold_Laven	wd:Q695676
dbr:Hull_F_u002E_C_u002E_	wd:Q863661
dbr:The_Clairvoyant	wd:Q7723249
dbr:Dirty_Rotten_Shame	wd:Q5281080
dbr:Megamind	wd:Q81205
dbr:The_Secret_of_My_Success__u0028_1987_film_u0029_	wd:Q496227
dbr:Dance_u002C__Fools_u002C__Dance	wd:Q788128
dbr:Dmitry_Vorobyov	wd:Q941706
dbr:G_u002E_I_u002E__Joe_u003A__Retaliation	wd:Q1146345
dbr:Lakeboat__u0028_film_u0029_	wd:Q11559467
dbr:Digital_Shades_Vol_u002E__1	wd:Q5275987
dbr:I_Can_Hardly_Wait	wd:Q5976559
dbr:Michael_Beach	wd:Q1320615
dbr:Dell_Publishing	wd:Q2075464
dbr:Against_the_Ropes	wd:Q1215549
dbr:Sylvia_Bassot	wd:Q3507208
dbr:Morris_Peterson	wd:Q957009
dbr:The_Insider__u0028_film_u0029_	wd:Q463832
dbr:The_1984_Annual_World_u0027_s_Best_SF	wd:Q7711794
dbr:Daniel__u00C5_hsberg	wd:Q5219191
dbr:Strange_Lady_in_Town	wd:Q114665
dbr:Thru_My_Eyes	wd:Q7798567
dbr:Wyatt_Smith	wd:Q2595585
dbr:Daniel_Wu	wd:Q277193
dbr:Enid_Blyton	wd:Q192069
dbr:Double_or_Nothing__u0028_Lani_Hall_album_u0029_	wd:Q5300073
dbr:Ray_Stevenson__u0028_actor_u0029_	wd:Q372947
dbr:The_Smashing_Pumpkins	wd:Q184217
dbr:Arabian_Nights__u0028_miniseries_u0029_	wd:Q623864
dbr:UTC_u2212_03_u003A_00	wd:Q6513
dbr:Hayward_Field	wd:Q1568417
dbr:Swindon	wd:Q200942
dbr:Depeche_Mode	wd:Q482964
dbr:Rhondda_Cynon_Taf	wd:Q817960
dbr:Nik_Antropov	wd:Q285823
dbr:European_Republicans_Movement	wd:Q577337
dbr:Meiji_University	wd:Q46492
dbr:Stardust__u0028_Willie_Nelson_album_u0029_	wd:Q781877
dbr:Phil_Ford__u0028_rugby_u0029_	wd:Q7181889
dbr:Dizrythmia	wd:Q5285098
dbr:Robert_Fraisse__u0028_cinematographer_u0029_	wd:Q978222
dbr:Stevan_Mokranjac	wd:Q719121
dbr:Italian_language	wd:Q652
dbr:Black_Mask_2_u003A__City_of_Masks	wd:Q2234377
dbr:Ted_Richmond	wd:Q7693660
dbr:Dad__u0028_film_u0029_	wd:Q1156922
dbr:Alfredo_u002C__Alfredo	wd:Q762928
dbr:Bonn	wd:Q586
dbr:Iserlohn_Roosters	wd:Q498084
dbr:All_or_Nothing__u0028_Fat_Joe_album_u0029_	wd:Q2563285
dbr:Mario_Serandrei	wd:Q456251
dbr:New_Horizon__u0028_The_Country_Gentlemen_album_u0029_	wd:Q7008832
dbr:Babylon__u0028_The_X_u002D_Files_u0029_	wd:Q22306854
dbr:Gerrit_Jan_van_Heuven_Goedhart	wd:Q515563
dbr:Sitamgar	wd:Q7531642
dbr:Damarukam__u0028_film_u0029_	wd:Q5268822
dbr:Footlight_Parade	wd:Q534459
dbr:Pati_Ba_Pintig_ng_Puso	wd:Q7144899
dbr:Tori_Amos	wd:Q193744
dbr:S_u00E9_ance_on_a_Wet_Afternoon	wd:Q482632
dbr:Donald_Sutherland	wd:Q103784
dbr:Tarzan_and_the_Slave_Girl	wd:Q947934
dbr:Our_Last_Summer	wd:Q629159
dbr:Kinara__u0028_1977_film_u0029_	wd:Q6410386
dbr:A_New_Career_in_a_New_Town	wd:Q3358715
dbr:Union_for_a_Popular_Movement	wd:Q173152
dbr:Fire_in_the_Mist	wd:Q5451602
dbr:Mike_Neu	wd:Q6848176
dbr:The_Adventures_of_Huck_Finn__u0028_1993_film_u0029_	wd:Q1210882
dbr:Andrej_Nedorost	wd:Q2846516
dbr:Melon_Kinenbi	wd:Q1193013
dbr:Westwood_Village_Memorial_Park_Cemetery	wd:Q1358639
dbr:Inu_to_Tsuki	wd:Q11571128
dbr:Quarry__u0028_Ally_Kennen_novel_u0029_	wd:Q7269202
dbr:Love_Crazy__u0028_1941_film_u0029_	wd:Q2450374
dbr:Billy_Idol	wd:Q73437
dbr:Devil__u0028_2010_film_u0029_	wd:Q1206820
dbr:Georgetown_University_Law_Center	wd:Q846101
dbr:Damon_Wayans	wd:Q382420
dbr:Julie_London	wd:Q231255
dbr:Frans_Hals_Museum	wd:Q574961
dbr:Kaputa_District	wd:Q3031330
dbr:Lauren_S_u00E1_nchez	wd:Q4407963
dbr:Suicide_Kings	wd:Q1781835
dbr:UTV_Motion_Pictures	wd:Q3547550
dbr:Mohammad_Haleem	wd:Q11265838
dbr:Raleigh_u002C__North_Carolina	wd:Q41087
dbr:Taqdeer_Ka_Badshah	wd:Q7684909
dbr:Rosario_u002C__Santa_Fe	wd:Q52535
dbr:Stardust_Memories	wd:Q653518
dbr:How_u0027_s_It_Going_u0025_3F	wd:Q2759092
dbr:The_Day_and_the_Hour	wd:Q3223681
dbr:Atlantis_u003A__Milo_u0027_s_Return	wd:Q629833
dbr:Where_Is_the_Love_u0025_3F	wd:Q1460758
dbr:Sacrilegium__u0028_video_game_u0029_	wd:Q7397374
dbr:Hannes_Hyv_u00F6_nen	wd:Q760803
dbr:Con_la_musica_alla_radio	wd:Q3685914
dbr:Jack_u0027_s_Back	wd:Q646372
dbr:Zoran_Banovi_u0107_	wd:Q1401889
dbr:Faj_u00E3__de_Fernando_Afonso	wd:Q5431424
dbr:Outside_Providence__u0028_film_u0029_	wd:Q731261
dbr:Bagavathi	wd:Q4841482
dbr:K_u002E__P_u002E__A_u002E__C_u002E__Lalitha	wd:Q6323697
dbr:Free__u0028_Marcus_Miller_album_u0029_	wd:Q3752877
dbr:Croatia	wd:Q224
dbr:Earth_u002C__Wind__u0026__Fire	wd:Q28974
dbr:Ferdinando_I_u002C__re_di_Napoli	wd:Q3742607
dbr:The_Scooby__u0026__Scrappy_u002D_Doo_u002F_Puppy_Hour	wd:Q7762597
dbr:Bhaktapur_District	wd:Q28451
dbr:JRuby	wd:Q605718
dbr:West_Point__u0028_film_u0029_	wd:Q916450
dbr:Mika_Noronen	wd:Q1932959
dbr:The_Box__u0028_2003_film_u0029_	wd:Q7719561
dbr:India_Song	wd:Q3007766
dbr:Fantasia_Barrino	wd:Q232288
dbr:Dragon_Quest_u003A__Sh_u014D_nen_Yangus_to_Fushigi_no_Dungeon	wd:Q3038749
dbr:India_Unbound	wd:Q6019424
dbr:Gabriel_Bourque	wd:Q1489022
dbr:Annette_Bening	wd:Q190602
dbr:Manucho_Diniz	wd:Q7478611
dbr:Duwayr_al_u002D_Akrad	wd:Q17363993
dbr:XXL__u0028_film_u0029_	wd:Q3570478
dbr:Johnny_Belinda__u0028_1948_film_u0029_	wd:Q1439574
dbr:Paul_Henreid	wd:Q93467
dbr:James_Horner	wd:Q106221
dbr:Balachandra_Menon	wd:Q4849740
dbr:Seven__u0028_1995_film_u0029_	wd:Q190908
dbr:Ladies_Love_Brutes	wd:Q6469500
dbr:Ottoman_Empire	wd:Q12560
dbr:Tales_from_the_Thousand_Lakes	wd:Q2299890
dbr:Burglar__u0028_film_u0029_	wd:Q486597
dbr:Automatic__u0028_Sarah_Whatmore_song_u0029_	wd:Q4826494
dbr:Angels_Revenge	wd:Q2618102
dbr:Chyingtaw	wd:Q5118552
dbr:I_u0027_ve_Always_Loved_You	wd:Q3163625
dbr:Qix_u002B__u002B_	wd:Q7267969
dbr:The_Pianist__u0028_2002_film_u0029_	wd:Q150804
dbr:Masami_Kobushi	wd:Q735848
dbr:Detective_Conan_u003A__The_Raven_Chaser	wd:Q1207394
dbr:S_u002E__P_u002E__Balasubrahmanyam	wd:Q2049688
dbr:Nathalie_u002E__u002E__u002E_	wd:Q151737
dbr:Paul_Chihara	wd:Q2059146
dbr:Kathy_Griffin	wd:Q432437
dbr:Meth__u0028_album_u0029_	wd:Q3307350
dbr:Lou_Castel	wd:Q376652
dbr:Jordi_Moll_u00E0_	wd:Q939395
dbr:Play_Witcha_Mama	wd:Q7203085
dbr:National_Gallery_of_Art	wd:Q214867
dbr:Pattanathil_Bhootham	wd:Q7148317
dbr:The_3_u002D_D_Battles_of_WorldRunner	wd:Q2815984
dbr:Italian_Republican_Party	wd:Q767560
dbr:Escape_from_New_York	wd:Q403033
dbr:Khardan_u002C__Chaharmahal_and_Bakhtiari	wd:Q5858563
dbr:Vanguard_Records	wd:Q2034661
dbr:_u00C9_glise_de_la_Madeleine__u0028_Aix_u002D_en_u002D_Provence_u0029_	wd:Q274528
dbr:Happy_Madison_Productions	wd:Q1584317
dbr:Roscoe_Arbuckle	wd:Q315202
dbr:Jacques_Dufilho	wd:Q615795
dbr:Def_Leppard	wd:Q182890
dbr:Muhammad_Khan__u0028_Pakistan_Army_officer_u0029_	wd:Q6932576
dbr:It_u0027_s_Not_Me_u002C__It_u0027_s_You__u0028_song_u0029_	wd:Q6090471
dbr:L_u002E_A_u002E__Confidential__u0028_film_u0029_	wd:Q339876
dbr:Harry_P_u002E__Jeffrey	wd:Q5671426
dbr:Miguel_Boyer	wd:Q3312950
dbr:SeaFrance	wd:Q693802
dbr:Road_Gang	wd:Q7339335
dbr:Commando__u0028_1985_film_u0029_	wd:Q744551
dbr:The_Crime_of_Monsieur_Lange	wd:Q686900
dbr:Lured	wd:Q2013855
dbr:De_La_Salle_University	wd:Q1815710
dbr:The_White_Countess	wd:Q332086
dbr:Olga_Albizu	wd:Q7086530
dbr:Laisenia_Qarase	wd:Q473214
dbr:R_u002E__Muthuraman	wd:Q7273860
dbr:A_Christmassy_Ted	wd:Q4655927
dbr:I_Don_u0027_t_Care_Anymore__u0028_George_Harrison_song_u0029_	wd:Q5976877
dbr:Anda_Perianu	wd:Q4753462
dbr:Cardiff	wd:Q10690
dbr:The_Tender_Trap__u0028_film_u0029_	wd:Q741662
dbr:Now_and_Forever__u0028_1956_film_u0029_	wd:Q7065896
dbr:Holte_station	wd:Q4289870
dbr:Lumines_Electronic_Symphony	wd:Q4141695
dbr:Baazigar	wd:Q603082
dbr:Champakulam_Thachan	wd:Q5069923
dbr:Radiohead	wd:Q44190
dbr:Run_to_You__u0028_Whitney_Houston_song_u0029_	wd:Q2304718
dbr:Daniel_Catullo	wd:Q5216779
dbr:SpongeBob_HeroPants	wd:Q18754083
dbr:The_Enemy_u0027_s_Baby	wd:Q7732172
dbr:Mickey_One	wd:Q1930677
dbr:Phantoms__u0028_film_u0029_	wd:Q8905685
dbr:The_Egg_and_I__u0028_film_u0029_	wd:Q1445444
dbr:Turkey_Time__u0028_film_u0029_	wd:Q7855105
dbr:The_Beaver_Coat__u0028_1949_film_u0029_	wd:Q17327204
dbr:Bulawayo	wd:Q193250
dbr:England_national_under_u002D_18_football_team	wd:Q1049171
dbr:Arista_Nashville	wd:Q1066294
dbr:Infogrames_Entertainment_u002C__SA	wd:Q1782700
dbr:RAM_Mobile_Data	wd:Q2320537
dbr:Fool_u0027_s_Mate__u0028_1956_film_u0029_	wd:Q1106118
dbr:Star_Wars_u003A__The_Force_Awakens	wd:Q6074
dbr:NHL_Hitz_2003	wd:Q3334435
dbr:The_Day_the_Clown_Cried	wd:Q601237
dbr:Swamp_Thing__u0028_film_u0029_	wd:Q1810512
dbr:Canton_of_Bern	wd:Q11911
dbr:Hobart	wd:Q40191
dbr:The_Courtney_Novels	wd:Q7727861
dbr:The_Lust_Lizard_of_Melancholy_Cove	wd:Q1195289
dbr:Sol_Kaplan	wd:Q1231073
dbr:In_the_Name_of_the_Sovereign_People	wd:Q3797333
dbr:Joe_Somebody	wd:Q1691477
dbr:Lung_cancer	wd:Q47912
dbr:From_Vegas_to_Macau	wd:Q14948564
dbr:Rick_Mahorn	wd:Q2062631
dbr:Robert_Hall__u0028_footballer_u0029_	wd:Q4203202
dbr:Ch_u00E2_teau_d_u0027_H_u00E9_rouville	wd:Q2968265
dbr:El_Dorado__u0028_1988_film_u0029_	wd:Q623252
dbr:Java_Agent_Development_Framework	wd:Q1684174
dbr:Senza_sapere_niente_di_lei	wd:Q3955552
dbr:Deep_Silver	wd:Q553658
dbr:Sardaar_Ji	wd:Q18811628
dbr:The_Act_of_Killing	wd:Q7712287
dbr:Boccaccio__u0027_70	wd:Q18409
dbr:Volcano__u0028_South_Park_u0029_	wd:Q478060
dbr:The_Eternal_Sapho	wd:Q3520780
dbr:Dragon_Ball_Z_u003A__Legendary_Super_Warriors	wd:Q3038722
dbr:Andr_u00E9__Morell	wd:Q521947
dbr:University_of_Oslo	wd:Q486156
dbr:One_Good_Man	wd:Q7092672
dbr:Definitely_Maybe	wd:Q328993
dbr:Love__u0026__History	wd:Q3130700
dbr:Memphis_Belle__u0028_film_u0029_	wd:Q653281
dbr:Mel_Torm_u00E9_	wd:Q470848
dbr:Scholastic_Corporation	wd:Q1155729
dbr:Poker_Face__u0028_Ayumi_Hamasaki_song_u0029_	wd:Q300893
dbr:Colin_Clifft	wd:Q5144989
dbr:Subodh_Mukherjee	wd:Q930436
dbr:The_Weinstein_Company	wd:Q1138789
dbr:The_Supremes	wd:Q218837
dbr:Assignment_u003A__Earth	wd:Q3487499
dbr:The_Right_to_Happiness	wd:Q7760776
dbr:Father_Brown__u0028_film_u0029_	wd:Q1154209
dbr:River_Below	wd:Q7337132
dbr:Champagne__u0028_1928_film_u0029_	wd:Q1061079
dbr:The_Land_Before_Time_VIII_u003A__The_Big_Freeze	wd:Q2301402
dbr:Billy_the_Kid_and_the_Green_Baize_Vampire	wd:Q4913536
dbr:Sonny_Nickle	wd:Q7562077
dbr:Sunflower__u0028_1970_film_u0029_	wd:Q2712854
dbr:Moonshine_Valley	wd:Q6907976
dbr:Naane_Raja__u0028_1984_film_u0029_	wd:Q18128403
dbr:H_u002E__M_u002E__Walker	wd:Q3124683
dbr:Gian_u002D_Marco_Crameri	wd:Q3105139
dbr:Pok_u00E9_mon_u003A__Lucario_and_the_Mystery_of_Mew	wd:Q890720
dbr:New_Rose	wd:Q2569603
dbr:Roerdalen	wd:Q9784
dbr:Merritt_B_u002E__Gerstad	wd:Q3306609
dbr:Looney_Tunes_Super_Stars_u0027__Porky__u0026__Friends_u003A__Hilarious_Ham	wd:Q6675713
dbr:Mi_Da_Ra_Matenr_u014D_	wd:Q956445
dbr:Mickey_Johnson	wd:Q3856917
dbr:Mr_u002E__Fix_u002D_It__u0028_1918_film_u0029_	wd:Q3866776
dbr:Parking__u0028_1985_film_u0029_	wd:Q3365472
dbr:Irvine_u002C__North_Ayrshire	wd:Q1774629
dbr:MzVee	wd:Q19958003
dbr:1941__u0028_film_u0029_	wd:Q207482
dbr:London_Symphony_Orchestra_u002C__Vol_u002E__I	wd:Q1131369
dbr:House_of_Bamboo	wd:Q2602267
dbr:Darmstadt	wd:Q2973
dbr:Yvonne_Romain	wd:Q1967789
dbr:Issola	wd:Q6088323
dbr:Xzibit	wd:Q189078
dbr:Weight_Gain_4000	wd:Q388457
dbr:Carl_Friedrich_Gauss	wd:Q6722
dbr:Zhanglu	wd:Q11067798
dbr:Yasashii_Aka	wd:Q8049648
dbr:Crawling_Back_to_You__u0028_Backstreet_Boys_song_u0029_	wd:Q2600548
dbr:Civilization_Phaze_III	wd:Q867741
dbr:Jos_u00E9__and_Pilar	wd:Q1709746
dbr:Igor_Bijeli_u0107_	wd:Q21005078
dbr:Hayley_Williams	wd:Q201562
dbr:The_Reckoning__u0028_Star_Trek_u003A__Deep_Space_Nine_u0029_	wd:Q7759792
dbr:Frisco_Kid	wd:Q927963
dbr:I_Confess__u0028_film_u0029_	wd:Q512247
dbr:Joseph_Jackson__u0028_screenwriter_u0029_	wd:Q1450846
dbr:All_That	wd:Q280154
dbr:Venom_Games	wd:Q4052639
dbr:Nicholas_Angell	wd:Q479937
dbr:Paris_u2013_Lille_railway	wd:Q240378
dbr:Confessions_of_a_Frustrated_Housewife	wd:Q3823193
dbr:Fray_in_Magical_Adventure	wd:Q4356512
dbr:If_Walls_Could_Talk	wd:Q5990767
dbr:Luna_Mystika	wd:Q6703542
dbr:New_Progressive_Party_of_Puerto_Rico	wd:Q1076562
dbr:Aix_u002D_en_u002D_Provence	wd:Q47465
dbr:Ill_Met_by_Moonlight__u0028_film_u0029_	wd:Q3422374
dbr:The_Banquet__u0028_1991_film_u0029_	wd:Q986119
dbr:Ayrton_Senna_u0027_s_Super_Monaco_GP_II	wd:Q3046535
dbr:Moon_over_Parador	wd:Q1783269
dbr:Singing	wd:Q27939
dbr:We_u0027_re_Gonna_Be_All_Right	wd:Q722684
dbr:Ill_Manors__u0028_song_u0029_	wd:Q5998655
dbr:Fussels_Corner_u002C__Florida	wd:Q2428830
dbr:After_the_Thin_Man	wd:Q1271874
dbr:The_Garden_of_Weeds	wd:Q3987180
dbr:Prelude_to_a_Kiss__u0028_film_u0029_	wd:Q148428
dbr:HC_Sochi	wd:Q16969278
dbr:Try_with_Me	wd:Q3999894
dbr:Does_It_End_Right_u0025_3F	wd:Q5288095
dbr:Stuart_Hendrie	wd:Q7626636
dbr:J_u002E__J_u002E__Abrams	wd:Q188137
dbr:Little_Sparrow	wd:Q6652026
dbr:Crows_Fly_Black	wd:Q3005481
dbr:Zambia	wd:Q953
dbr:Anne_de_Mowbray_u002C__8th_Countess_of_Norfolk	wd:Q469838
dbr:Bennie_Blades	wd:Q4889802
dbr:The_Naked_City	wd:Q1587353
dbr:Disco_Infiltrator	wd:Q5281538
dbr:Vijay__u0028_actor_u0029_	wd:Q528496
dbr:Alex_Foster__u0028_rugby_league_u0029_	wd:Q17180601
dbr:Ciao_u0021___u0028_Tiga_album_u0029_	wd:Q639139
dbr:Kotagiri_Venkateswara_Rao	wd:Q6433841
dbr:Bury_You_with_Satan	wd:Q5001124
dbr:The_Man_Hunter__u0028_1919_film_u0029_	wd:Q21869573
dbr:Numb_u002F_Encore	wd:Q19979
dbr:Lois_Wilson__u0028_actress_u0029_	wd:Q275728
dbr:Harry_J_u002E__Wild	wd:Q1586588
dbr:Kampf_um_Rom	wd:Q442459
dbr:Arthur_and_the_Invisibles	wd:Q550232
dbr:Boxcar_Bertha	wd:Q1212396
dbr:7th_Legion	wd:Q2818442
dbr:Wilbur_Schramm	wd:Q8000236
dbr:57__u0028_song_u0029_	wd:Q4640803
dbr:William_u002C__It_Was_Really_Nothing	wd:Q4019912
dbr:Xplora1_u003A__Peter_Gabriel_u0027_s_Secret_World	wd:Q8044980
dbr:Ruling_Passion	wd:Q7379065
dbr:Triumphant__u0028_Get__u0027_Em_u0029_	wd:Q3999155
dbr:L_u0027_Infermiera	wd:Q3819326
dbr:Paul_Rachubka	wd:Q2310439
dbr:Kathy_Baker	wd:Q236250
dbr:The_Captive_City__u0028_1952_film_u0029_	wd:Q3213818
dbr:Family_Plot	wd:Q47296
dbr:The_Ox_u002D_Bow_Incident	wd:Q1426269
dbr:When_You_u0027_re_Gone__u0028_Avril_Lavigne_song_u0029_	wd:Q857189
dbr:Mr_u002E__Destiny	wd:Q1951422
dbr:Consider_Me_Gone	wd:Q5163186
dbr:Naval_War_College	wd:Q575662
dbr:Rowdy_Rajamma	wd:Q18391256
dbr:Stupid_Mistake	wd:Q7628872
dbr:Pastor_Hall	wd:Q7143033
dbr:Mannheim	wd:Q2119
dbr:Space_Bound	wd:Q1780155
dbr:Leroy_Cook	wd:Q6528920
dbr:Krylya_Sovetov_Moscow	wd:Q82534
dbr:George_Howell__u0028_VC_u0029_	wd:Q5540792
dbr:Thikkurissy_Sukumaran_Nair	wd:Q7784157
dbr:Charles_C_u002E__Adams_u002C__Jr_u002E_	wd:Q5075951
dbr:Waitin_u0027__in_Your_Welfare_Line	wd:Q7960520
dbr:David_Loxton	wd:Q5236795
dbr:Paul_Chemetov	wd:Q573184
dbr:William_Onslow_u002C__4th_Earl_of_Onslow	wd:Q335657
dbr:Moby_Dick__u0028_1956_film_u0029_	wd:Q1423235
dbr:Sahara__u0028_1943_film_u0029_	wd:Q769280
dbr:Stepmom__u0028_film_u0029_	wd:Q267018
dbr:Torque__u0028_film_u0029_	wd:Q670055
dbr:Vinnie_Ream	wd:Q530820
dbr:Turn_u002C__Turn_u002C__Turn__u0028_Agents_of_S_u002E_H_u002E_I_u002E_E_u002E_L_u002E_D_u002E__u0029_	wd:Q21191281
dbr:Last_Chance_Harvey	wd:Q1355055
dbr:Kent_Nilsson	wd:Q207834
dbr:Sirens__u0028_2014_TV_series_u0029_	wd:Q17034872
dbr:Alliance_Atlantis	wd:Q10748653
dbr:Otome_Pasta_ni_Kand_u014D_	wd:Q3357685
dbr:Citizen_Kane	wd:Q24815
dbr:Kamen_Rider_OOO	wd:Q135245
dbr:Supersatellite	wd:Q7644130
dbr:Beyond_Standard	wd:Q4035072
dbr:Diary_of_a_Wimpy_Kid_u003A__Dog_Days__u0028_film_u0029_	wd:Q2155483
dbr:Judgment_at_Nuremberg	wd:Q309545
dbr:Municipalities_of_Slovenia	wd:Q328584
dbr:Friedrich_Nietzsche	wd:Q9358
dbr:Marjorie_Morningstar__u0028_film_u0029_	wd:Q4010288
dbr:Ko_u010D_a_Popovi_u0107_	wd:Q1277476
dbr:Ziguinchor	wd:Q202776
dbr:High_Heels__u0028_film_u0029_	wd:Q650043
dbr:Fanboy__u0026__Chum_Chum	wd:Q905387
dbr:Sonic_Underground	wd:Q1535979
dbr:Balu_Mahendra	wd:Q3520413
dbr:Maggie_u0027_s_Dream__u0028_song_u0029_	wd:Q6730154
dbr:Herbert_Stothart	wd:Q1609199
dbr:Isle_of_Man	wd:Q9676
dbr:Velvet_Chains	wd:Q7919389
dbr:Wadsworth_Jarrell	wd:Q3624835
dbr:I_u0027_ll_Be_Going_Now	wd:Q3554148
dbr:Homs_District	wd:Q4115826
dbr:Final_Fantasy_II	wd:Q921957
dbr:Abu_Hreik	wd:Q12177943
dbr:55_Days_at_Peking	wd:Q244115
dbr:Four_Rooms	wd:Q1137372
dbr:Rosalyn_Drexler	wd:Q7367281
dbr:Andrei_Makrov	wd:Q502245
dbr:Iruvar	wd:Q544359
dbr:The_Three_O_u0027_Clock	wd:Q3523007
dbr:_u0025_22Heroes_u0025_22__u0028_David_Bowie_song_u0029_	wd:Q701655
dbr:Cardiff_RFC	wd:Q842510
dbr:Volverte_a_Ver	wd:Q3280290
dbr:Law_and_Order__u0028_1953_film_u0029_	wd:Q12125637
dbr:Ennodu_Ishtam_Koodamo	wd:Q5379229
dbr:Lost_in_La_Mancha	wd:Q1757581
dbr:Mike_Phelps	wd:Q1636850
dbr:Raveendran	wd:Q7296357
dbr:Brandon_Harrison	wd:Q4956895
dbr:Paolo_Fiammingo	wd:Q213284
dbr:Mikael_Andersson__u0028_ice_hockey_u002C__born_1966_u0029_	wd:Q1564089
dbr:The_End_of_the_Affair__u0028_1955_film_u0029_	wd:Q1059683
dbr:Ouseppachan	wd:Q7111340
dbr:Clerke_Rocks	wd:Q46045
dbr:Max_u00EF_mo_Park	wd:Q833332
dbr:St_u00E9_phane_Fiset	wd:Q1803738
dbr:Four_Men_and_a_Prayer	wd:Q2280894
dbr:Mr_u002E__Novak	wd:Q3866801
dbr:Shady_Records	wd:Q568246
dbr:Billy_Preston	wd:Q311450
dbr:Randy_Edelman	wd:Q954231
dbr:Groningen__u0028_province_u0029_	wd:Q752
dbr:Miou_u002D_Miou	wd:Q234297
dbr:Johann_Wolfgang_von_Goethe	wd:Q5879
