dbr:Hkamti_District	wd:Q15224287
dbr:The_Compleat_Beatles	wd:Q3986379
dbr:The_Eagle__u0028_1925_film_u0029_	wd:Q3201653
dbr:HC_Spartak_Moscow	wd:Q744753
dbr:Tercera_Divisi_u00F3_n	wd:Q749736
dbr:Nagarame_Nandi	wd:Q6958553
dbr:Away_We_Go	wd:Q791651
dbr:Neo_Universe_u002F_Finale	wd:Q2063770
dbr:Evan_Almighty	wd:Q195949
dbr:Test_the_Store	wd:Q7705811
dbr:Quest_for_Fire__u0028_film_u0029_	wd:Q451196
dbr:Power__u0028_1986_film_u0029_	wd:Q2364339
dbr:Biutiful	wd:Q879174
dbr:Laguna_Beach_u002C__California	wd:Q1908566
dbr:The_Son_of_Hannibal__u0028_1926_film_u0029_	wd:Q21869832
dbr:Girolamo_Giacobbi	wd:Q1527040
dbr:New_York_Nights	wd:Q11884285
dbr:JD_Alexander	wd:Q6107997
dbr:Zdravko_Brklja_u010D_i_u0107_	wd:Q18125380
dbr:Tempest__u0028_Bob_Dylan_album_u0029_	wd:Q1753505
dbr:Branded__u0028_1950_film_u0029_	wd:Q3032792
dbr:Iron_Man__u0028_1931_film_u0029_	wd:Q1758603
dbr:A_Love_Song_for_Bobby_Long	wd:Q958142
dbr:Vallavan_Oruvan	wd:Q7911840
dbr:Murali_Mohan	wd:Q6937288
dbr:Adolph_Zukor	wd:Q361208
dbr:Ian_Wright	wd:Q312595
dbr:Basque_Country__u0028_autonomous_community_u0029_	wd:Q3995
dbr:Ab_Tak_Chhappan	wd:Q4663083
dbr:The_Pride_of_the_Clan	wd:Q3071954
dbr:Robert_Hossein	wd:Q375290
dbr:Josephine_and_Men	wd:Q6288465
dbr:Uncle_Kracker	wd:Q1299129
dbr:Johnny_Got_His_Gun__u0028_film_u0029_	wd:Q84220
dbr:My_Husband_u002C__the_Pig	wd:Q374312
dbr:Unbelievable__u0028_Craig_David_song_u0029_	wd:Q4207838
dbr:Prince_George_u002C__Duke_of_Cambridge	wd:Q435182
dbr:Sergei_Pryakhin	wd:Q2510701
dbr:Stop_for_a_Minute__u0028_Keane_song_u0029_	wd:Q2489304
dbr:Panchavadi_Palam	wd:Q7130291
dbr:Corregimientos_of_Panama	wd:Q3685463
dbr:Morte_di_Un_Amico	wd:Q20814652
dbr:Susan_E_u002E__Morse	wd:Q273753
dbr:Young_America__u0028_1932_film_u0029_	wd:Q3177981
dbr:Boston_University_School_of_Law	wd:Q3064264
dbr:How_We_Do__u0028_song_u0029_	wd:Q2106210
dbr:Round_Midnight__u0028_film_u0029_	wd:Q576371
dbr:Sacramento_Kings	wd:Q166105
dbr:News_presenter	wd:Q270389
dbr:Wojciech_Jaruzelski	wd:Q55834
dbr:That_u0027_s_the_Way_Love_Goes__u0028_Johnny_Rodriguez_song_u0029_	wd:Q7711112
dbr:Three_Smart_Saps	wd:Q7797825
dbr:Grand_Canyon__u0028_1991_film_u0029_	wd:Q1542548
dbr:The_Cage__u0028_The_Killing_u0029_	wd:Q7720931
dbr:Znayu_Ya	wd:Q3504336
dbr:The_Seeds_of_Love	wd:Q530083
dbr:Burning_Palms__u0028_film_u0029_	wd:Q874932
dbr:My_Girl__u0028_2005_TV_series_u0029_	wd:Q496555
dbr:Naked_Weapon	wd:Q2975195
dbr:George_H_u002E__Morgan	wd:Q5540066
dbr:Punjab_1984	wd:Q17078935
dbr:Winter_Pays_for_Summer	wd:Q8026298
dbr:Dragon_u0027_s_Teeth__u0028_Star_Trek_u003A__Voyager_u0029_	wd:Q5305068
dbr:Heaven__u0026__Hell__u0028_Raekwon_song_u0029_	wd:Q5694558
dbr:Raj_Loomba_u002C__Baron_Loomba	wd:Q2128619
dbr:The_Single_Moms_Club	wd:Q7523876
dbr:Home__u0028_Glee_u0029_	wd:Q2980764
dbr:Naan_Adimai_Illai	wd:Q6956565
dbr:Mowmenabad_u002C__Delfan	wd:Q5817619
dbr:Margaret_Morris__u0028_dancer_u0029_	wd:Q276104
dbr:Badukuva_Daari	wd:Q19570952
dbr:Stormbreaker__u0028_film_u0029_	wd:Q169996
dbr:Demon_Seed	wd:Q1200483
dbr:Gary_Chapman__u0028_footballer_u0029_	wd:Q5524831
dbr:Murder_Is_Corny	wd:Q13390016
dbr:Morobe_Province	wd:Q853664
dbr:Nebula__u0028_band_u0029_	wd:Q1319254
dbr:Innsbruck	wd:Q1735
dbr:AS_Cannes	wd:Q298267
dbr:Eternal_Spirit	wd:Q5402693
dbr:Nikki_Giovanni	wd:Q3876879
dbr:Koochie_Koochie_Hota_Hai	wd:Q3198814
dbr:Piero_Vida	wd:Q3903384
dbr:Suresh_Urs	wd:Q17010982
dbr:Robert_De_Niro	wd:Q36949
dbr:William_Hanna	wd:Q263324
dbr:The_Boy_Who_Knew_Too_Much__u0028_album_u0029_	wd:Q1152519
dbr:Beautiful_Hangover	wd:Q2483647
dbr:Normal_u002C__Ohio	wd:Q2697049
dbr:Rajkumar__u0028_1996_film_u0029_	wd:Q7286289
dbr:About_a_Boy__u0028_film_u0029_	wd:Q1129227
dbr:Alpha_Dog	wd:Q661061
dbr:SexyBack	wd:Q928089
dbr:The_1985_Annual_World_u0027_s_Best_SF	wd:Q7711797
dbr:People_Who_Love_Peepholes	wd:Q7165934
dbr:Double_Espresso	wd:Q5299766
dbr:Masks_and_Faces	wd:Q6783449
dbr:Marty__u0028_film_u0029_	wd:Q237116
dbr:T_u002E_I_u002E_	wd:Q214227
dbr:Minority__u0028_Green_Day_song_u0029_	wd:Q2453229
dbr:The_Revelation__u0028_Animorphs_u0029_	wd:Q7760488
dbr:Panth_u00E9_on__u0028_album_u0029_	wd:Q3362490
dbr:Sarfarosh__u0028_1985_film_u0029_	wd:Q7423872
dbr:The_Happening__u0028_2008_film_u0029_	wd:Q681092
dbr:Jeremy_Piven	wd:Q315083
dbr:Led_Zeppelin_Boxed_Set_2	wd:Q966033
dbr:Le_Saint_prend_l_u0027_aff_u00FB_t	wd:Q3226871
dbr:The__u0024_5_u002E_98_E_u002E_P_u002E__u003A__Garage_Days_Re_u002D_Revisited	wd:Q648078
dbr:Paul_Sarossy	wd:Q2062166
dbr:Monterrey	wd:Q81033
dbr:Joss_Whedon	wd:Q298025
dbr:Tawaif__u0028_film_u0029_	wd:Q947732
dbr:Welcome_to_Mooseport	wd:Q1387340
dbr:Mark_Mancina	wd:Q534151
dbr:Baguinet	wd:Q4842152
dbr:Ferris_Webster	wd:Q1114628
dbr:I_complessi	wd:Q2265676
dbr:Larry_Spriggs	wd:Q2332410
dbr:Rugrats_u003A__Totally_Angelica	wd:Q7378616
dbr:Kari_Eloranta	wd:Q335474
dbr:He_Would_a_Hunting_Go	wd:Q5689001
dbr:My_Darkest_Days__u0028_album_u0029_	wd:Q9047437
dbr:Monte_Carlo_or_Bust_u0021_	wd:Q1570145
dbr:The_Damned_Don_u0027_t_Cry_u0021_	wd:Q2036341
dbr:Hai_Meri_Jaan	wd:Q5638936
dbr:Une_fille_et_des_fusils	wd:Q2061896
dbr:White_Oleander__u0028_film_u0029_	wd:Q820218
dbr:Vyjayanthimala	wd:Q467977
dbr:Z_u002D_Ro	wd:Q135794
dbr:Arrested_Development__u0028_TV_series_u0029_	wd:Q11598
dbr:An_Unsuitable_Job_for_a_Woman	wd:Q4750257
dbr:Musekinin_Hero	wd:Q6129726
dbr:Meat_Is_Murder	wd:Q1065599
dbr:Heaven_Can_Wait__u0028_1978_film_u0029_	wd:Q637180
dbr:Alfred_Paxton_Backhouse	wd:Q15115812
dbr:Hermann_Stuckmann	wd:Q4527002
dbr:Liberal_Democrats	wd:Q9624
dbr:It_u0027_s_All_the_Way_Live__u0028_Now_u0029_	wd:Q6089860
dbr:My_Favorite_Blonde	wd:Q10334090
dbr:The_Conan_Chronicles	wd:Q7727257
dbr:Round__u0026__Round__u0028_New_Order_song_u0029_	wd:Q6120998
dbr:Factorio	wd:Q16972008
dbr:Rastan__u0028_video_game_u0029_	wd:Q1158763
dbr:Chattanooga_Choo_Choo__u0028_film_u0029_	wd:Q5087875
dbr:Marianne_Faithfull	wd:Q48280
dbr:We_Cheer_2	wd:Q7977488
dbr:Vortura	wd:Q7941957
dbr:Michel_Simon	wd:Q124112
dbr:Turn_u0021__Turn_u0021__Turn_u0021___u0028_True_Blood_u0029_	wd:Q7855611
dbr:Eaten_Alive	wd:Q586589
dbr:Manivathoorile_Aayiram_Sivarathrikal	wd:Q6750280
dbr:Galate_Samsara	wd:Q5518030
dbr:Home_Again__u0028_New_Edition_album_u0029_	wd:Q5888182
dbr:Jordan_Farmar	wd:Q313045
dbr:The_Fugitive__u0028_1972_film_u0029_	wd:Q7735411
dbr:All_Saints_Church_u002C__Shirburn	wd:Q4729521
dbr:The_Primrose_Ring__u0028_film_u0029_	wd:Q3522318
dbr:Horrors_of_the_Black_Museum	wd:Q385464
dbr:Quebec__u0028_1951_film_u0029_	wd:Q7269740
dbr:Tinchy_Stryder	wd:Q712992
dbr:David_Newman__u0028_composer_u0029_	wd:Q952428
dbr:Erick_Sermon	wd:Q1347285
dbr:Joint__u0028_song_u0029_	wd:Q1388332
dbr:Frost_u002F_Nixon__u0028_film_u0029_	wd:Q691672
dbr:Alan_Hale_u002C__Sr_u002E_	wd:Q1971717
dbr:Louise_Lester	wd:Q3263782
dbr:Touch_Me_u002C__Kiss_Me	wd:Q7828598
dbr:Detto_Mariano	wd:Q3706229
dbr:Kirill_Moskalenko	wd:Q48053
dbr:The_Charge_of_the_Light_Brigade__u0028_1968_film_u0029_	wd:Q112562
dbr:A_Shot_in_the_Dark__u0028_1964_film_u0029_	wd:Q1143501
dbr:Dyanna_Lauren	wd:Q260782
dbr:Amar_Akbar_Anthony	wd:Q454674
dbr:G_u00E9_rard_de_Villiers	wd:Q965375
dbr:Iowa_Field_House	wd:Q6064390
dbr:Blue__u0028_1993_film_u0029_	wd:Q885594
dbr:Virodhi__u0028_1992_film_u0029_	wd:Q7934851
dbr:Long_Life	wd:Q6672864
dbr:So_Hard_Done_By	wd:Q7549298
dbr:University_of_Washington	wd:Q219563
dbr:Iran	wd:Q794
dbr:Amber_Benson	wd:Q456862
dbr:Addams_Family_Values	wd:Q204725
dbr:The_Emerald_City__u0028_Boardwalk_Empire_u0029_	wd:Q2303805
dbr:Charles_u002D_Napol_u00E9_on_Dorion	wd:Q765965
dbr:Build_God_u002C__Then_We_u0027_ll_Talk	wd:Q3246561
dbr:Andy_Mikita	wd:Q769088
dbr:This_Is_the_Army	wd:Q3018061
dbr:Austro_u002D_Hungarian_Navy	wd:Q159211
dbr:The_Impostor__u0028_1944_film_u0029_	wd:Q3204054
dbr:Chor_Pe_Mor	wd:Q11274646
dbr:Celebration__u0028_Game_song_u0029_	wd:Q1028484
dbr:Johnny_K	wd:Q1964732
dbr:Heart_of_Glass__u0028_film_u0029_	wd:Q819538
dbr:Far_Above_the_Clouds	wd:Q5434493
dbr:Googie_Withers	wd:Q449070
dbr:Oxfordshire	wd:Q23169
dbr:The_Yellow_Mask	wd:Q7776663
dbr:Beau_Bandit	wd:Q18162760
dbr:Youngblood_Hawke__u0028_film_u0029_	wd:Q8058580
dbr:Jos_u00E9__Carlos_Guimar_u00E3_es	wd:Q768233
dbr:Clint_Eastwood	wd:Q43203
dbr:Sagan_om_Karl_u002D_Bertil_Jonssons_julafton	wd:Q1758868
dbr:Enchanted_April__u0028_1992_film_u0029_	wd:Q1972135
dbr:Adventures_of_Don_Juan	wd:Q1214560
dbr:Anna_Karenina__u0028_1948_film_u0029_	wd:Q508219
dbr:Daniel_Rouzier	wd:Q3013611
dbr:Hannah_and_Her_Sisters	wd:Q845057
dbr:Gare_de_Bordeaux_u002D_Saint_u002D_Jean	wd:Q800564
dbr:Twins__u0028_1925_film_u0029_	wd:Q4001057
dbr:Minnesota	wd:Q1527
dbr:Indo_Smoke	wd:Q6025618
dbr:35_Shots_of_Rum	wd:Q2816310
dbr:Ille_u002D_et_u002D_Vilaine	wd:Q12549
dbr:Lalo_Schifrin	wd:Q247293
dbr:The_City_of_Silent_Men	wd:Q3986299
dbr:Sigrid_Fry_u002D_Revere	wd:Q7513122
dbr:The_Return__u0028_2006_film_u0029_	wd:Q1769383
dbr:The_Good_Night	wd:Q571480
dbr:Francis_Swaine_Muhlenberg	wd:Q5482539
dbr:James_Brown	wd:Q5950
dbr:Don_2	wd:Q1203252
dbr:Tbilisi	wd:Q994
dbr:The_Day_of_the_Dolphin	wd:Q1125888
dbr:August_Wilhelm_von_Hofmann	wd:Q76360
dbr:Eric_Fellner	wd:Q1351291
dbr:Radio_Flyer__u0028_film_u0029_	wd:Q12128282
dbr:Jazz_Samba	wd:Q286669
dbr:Los_Bandoleros__u0028_film_u0029_	wd:Q2001728
dbr:I_Killed_Rasputin	wd:Q3156613
dbr:The_Kid__u0028_1921_film_u0029_	wd:Q374172
dbr:Shut_Up__u0027_n_Play_Yer_Guitar	wd:Q924577
dbr:Ulrich_Thein	wd:Q878263
dbr:The_Pursuit_of_Happiness__u0028_1971_film_u0029_	wd:Q7758822
dbr:The_Manchurian_Candidate__u0028_2004_film_u0029_	wd:Q3589
dbr:Grown_Ups_2	wd:Q5611721
dbr:Player_u0027_s_Prayer	wd:Q3906521
dbr:Run_for_Cover__u0028_Sugababes_song_u0029_	wd:Q2295458
dbr:FUBAR__u0028_film_u0029_	wd:Q576373
dbr:Phantom__u0028_2015_film_u0029_	wd:Q15111541
dbr:Abdulla_Al_u002D_Berik	wd:Q4665872
dbr:The_Calder_Game	wd:Q7720957
dbr:Wuppertal	wd:Q2107
dbr:The_Big_Blockade	wd:Q7717517
dbr:David_Copperfield__u0028_1935_film_u0029_	wd:Q1174069
dbr:Intermedio__u0028_film_u0029_	wd:Q2581919
dbr:Before_Midnight__u0028_novel_u0029_	wd:Q4003933
dbr:John_Loder__u0028_actor_u0029_	wd:Q1700875
dbr:The_Inevitability_of_Patriarchy	wd:Q7741919
dbr:The_Chinese_Room	wd:Q1725456
dbr:Alice_Seeley_Harris	wd:Q16595090
dbr:P_u002E__J_u002E__Mara	wd:Q7117308
dbr:The_Hi_u002D_Lo_Country	wd:Q220655
dbr:Mississippi_Grind	wd:Q16982089
dbr:Juan_Cruz_Komar	wd:Q16584526
dbr:Michael_Miles	wd:Q6832829
dbr:Babygrande_Records	wd:Q797894
dbr:Flames_of_Passion	wd:Q5457211
dbr:19_Recordings	wd:Q14192383
dbr:The_Black_Watch	wd:Q2576462
dbr:Pramathesh_Barua	wd:Q334825
dbr:George_Sanders	wd:Q296491
dbr:Malibu__u0028_film_u0029_	wd:Q6743393
dbr:If_Only__u0028_KT_Tunstall_song_u0029_	wd:Q3792113
dbr:Paul_Taunton_Matthews	wd:Q2062704
dbr:Tell_Me_Goodbye	wd:Q2699293
dbr:Bojan_Dubljevi_u0107_	wd:Q2817205
dbr:Phaedra__u0028_film_u0029_	wd:Q1856354
dbr:Black_Sunday__u0028_1960_film_u0029_	wd:Q1216566
dbr:Raise_the_Titanic__u0028_film_u0029_	wd:Q12084474
dbr:FK_Borac__u010C_a_u010D_ak	wd:Q754310
dbr:Zipacn_u00E1__de_Le_u00F3_n	wd:Q3889009
dbr:Blossoms_in_the_Dust	wd:Q887227
dbr:Stephen_Fry	wd:Q192912
dbr:Konstantin_Koltsov	wd:Q1367412
dbr:Erase_Me	wd:Q2895187
dbr:Doo_u002D_Bop	wd:Q607953
dbr:The_Stranger__u0028_1946_film_u0029_	wd:Q978770
dbr:Swiss_Miss__u0028_film_u0029_	wd:Q524323
dbr:Island_in_the_Sun__u0028_film_u0029_	wd:Q3549899
dbr:Julien_Duvivier	wd:Q453683
dbr:HC_Ugra	wd:Q1460310
dbr:A_Nice_Little_Bank_That_Should_Be_Robbed	wd:Q20949814
dbr:The_Dancer_of_Paris	wd:Q7728831
dbr:Cagliari	wd:Q1897
dbr:Father_of_the_Bride_Part_II	wd:Q1304560
dbr:Victoria_Ground	wd:Q1592109
dbr:Six_u002D_Pack_Summer	wd:Q7532582
dbr:The_Trygon_Factor	wd:Q834168
dbr:The_Hanoi_Hilton__u0028_film_u0029_	wd:Q7738775
dbr:Love_Machine__u0028_The_Miracles_song_u0029_	wd:Q6691016
dbr:Angaar	wd:Q4761899
dbr:Miles_Davis	wd:Q93341
dbr:Ryan_Boyle__u0028_rugby_league_u0029_	wd:Q7383897
dbr:The_Corbomite_Maneuver	wd:Q1187077
dbr:Little_Big_Horn__u0028_album_u0029_	wd:Q6649087
dbr:Greensboro_u002C__North_Carolina	wd:Q49238
dbr:Four_Letter_Word__u0028_Beady_Eye_song_u0029_	wd:Q2975580
dbr:Ernesto_Gastaldi	wd:Q1356749
dbr:The_Right_Stuff__u0028_film_u0029_	wd:Q1197185
dbr:Oliver_Platt	wd:Q343510
dbr:Sitapur_Ki_Geeta	wd:Q7531666
dbr:Tirana	wd:Q19689
dbr:Dude__u0028_Looks_Like_a_Lady_u0029_	wd:Q2313633
dbr:Gabriele_Ferzetti	wd:Q555379
dbr:Nepenthes_paniculata	wd:Q4912014
dbr:Toys_u002C__Toys_u002C__Toys_u002C__Choke_u002C__Toys_u002C__Toys_u002C__Toys	wd:Q7830950
dbr:Haute_u002D_Garonne	wd:Q12538
dbr:Three_on_a_Limb	wd:Q3540042
dbr:A_Touch_of_the_Sun__u0028_1979_film_u0029_	wd:Q4660243
dbr:Josette__u0028_1938_film_u0029_	wd:Q13423901
dbr:All_Due_Respect__u0028_The_Sopranos_u0029_	wd:Q4728699
dbr:Paraskevas_Andralas	wd:Q7135962
dbr:University_of_Queensland	wd:Q866012
dbr:Knockaround_Guys	wd:Q1777358
dbr:Laila_Majnu__u0028_1976_film_u0029_	wd:Q1139365
dbr:The_Lamb_Lies_Down_on_Broadway	wd:Q753867
dbr:Nick_Cheung	wd:Q701930
dbr:Adoration__u0028_2008_film_u0029_	wd:Q2824975
dbr:Subash_Chandra_Bose__u0028_film_u0029_	wd:Q7630833
dbr:The_Wild_Country	wd:Q3225365
dbr:Life_on_a_Plate	wd:Q2534981
dbr:Abilene_u002C__Texas	wd:Q128295
dbr:Rick_Hayward	wd:Q7331452
dbr:Once_Upon_a_Crime	wd:Q2624961
dbr:Top_Back	wd:Q2216078
dbr:The_Rounders__u0028_1914_film_u0029_	wd:Q687780
dbr:Dario__u0160_ari_u0107_	wd:Q2526170
dbr:It_u0027_s_a_Business_Doing_Pleasure_with_You	wd:Q6091052
dbr:Doctor_Syn__u0028_film_u0029_	wd:Q5287395
dbr:Mahima_Chaudhry	wd:Q2568389
dbr:Fiebre	wd:Q5446841
dbr:Preminchi_Choodu	wd:Q7240406
dbr:Vezirk_u00F6_pr_u00FC_	wd:Q2086353
dbr:Doctor_Detroit	wd:Q596319
dbr:Winona_Ryder	wd:Q101797
dbr:The_Adventures_of_Marco_Polo	wd:Q1210837
dbr:Reba_McEntire	wd:Q229430
dbr:Riders_on_the_Storm	wd:Q510066
dbr:Sin_City__u0028_film_u0029_	wd:Q192115
dbr:Reunion_Records	wd:Q7317586
dbr:Carnosaur__u0028_film_u0029_	wd:Q338189
dbr:University_of_London	wd:Q170027
dbr:University_of_York	wd:Q967165
dbr:Young_Man_u0027_s_Fancy__u0028_The_Twilight_Zone_u0029_	wd:Q2650769
dbr:No_One_Is_Innocent__u0028_song_u0029_	wd:Q2756249
dbr:Les_Myst_u00E8_res_de_Paris__u0028_1962_film_u0029_	wd:Q134075
dbr:A_Star_Is_Born__u0028_1954_film_u0029_	wd:Q1305622
dbr:Yayoi_Kusama	wd:Q231121
dbr:Sophie_Ellis_u002D_Bextor	wd:Q216899
dbr:Harley_Cokeliss	wd:Q3127485
dbr:Jerry_Bresler__u0028_film_producer_u0029_	wd:Q3177454
dbr:Revelations__u0028_Buffy_the_Vampire_Slayer_u0029_	wd:Q3458442
dbr:S_u002E__Varalakshmi	wd:Q539885
dbr:The_Legend_of_Billie_Jean	wd:Q185064
dbr:Anne_u002D_Claire_Coudray	wd:Q2850761
dbr:K_u0101_rlis_Ulmanis	wd:Q298041
dbr:Brit_Marling	wd:Q289380
dbr:Ponmana_Selvan	wd:Q16314291
dbr:Libyana	wd:Q1117462
dbr:Janice_McGeachin	wd:Q13562294
dbr:Made_in_America__u0028_Kam_album_u0029_	wd:Q2754038
dbr:Bring_Me_the_Head_of_Alfredo_Garcia	wd:Q917403
dbr:Beauty_and_the_Rogue	wd:Q2893337
dbr:Joanna_Russ	wd:Q265270
dbr:NYPD_Blue	wd:Q609274
dbr:Motome_Takisawa	wd:Q16294651
dbr:Lee_Soo_u002D_man	wd:Q484165
dbr:Convicted__u0028_1950_film_u0029_	wd:Q5166565
dbr:Outertimeinnerspace	wd:Q7112054
dbr:Eakantham	wd:Q5325430
dbr:Apache_Woman__u0028_1976_film_u0029_	wd:Q617163
dbr:Benjamin_Stoloff	wd:Q2896237
dbr:Couldn_u0027_t_Be_Hotter	wd:Q3696024
dbr:Josephine_Crowell	wd:Q3138866
dbr:Marxism	wd:Q7264
dbr:Igor_Ustinsky	wd:Q15617376
dbr:Dracula_vs_u002E__Frankenstein	wd:Q1131447
dbr:Deadlock_II_u003A__Shrine_Wars	wd:Q3020580
dbr:The_Eyes_of_Annie_Jones	wd:Q7732939
dbr:Raymond_Smallman	wd:Q19794122
dbr:The_Land_of_the_Silver_Apples	wd:Q7745409
dbr:The_Scalphunters	wd:Q1554665
dbr:2010_Tour_de_France	wd:Q217287
dbr:Bonnie_Scotland	wd:Q1848876
dbr:Ruggero_Settimo	wd:Q332756
dbr:Atlanta	wd:Q23556
dbr:Kid_Auto_Races_at_Venice	wd:Q1151392
dbr:Zombieland	wd:Q219810
dbr:Grateful_Dead	wd:Q212533
dbr:Film_and_Television_Institute_of_India	wd:Q1414326
dbr:Historias_de_un_Amor	wd:Q5773354
dbr:M_u002E__S_u002E__Viswanathan	wd:Q3115598
dbr:Basie_Big_Band	wd:Q4867072
dbr:Altrincham_F_u002E_C_u002E_	wd:Q18660
dbr:Exodus__u0028_Utada_Hikaru_album_u0029_	wd:Q2698897
dbr:Flevoland	wd:Q707
dbr:Confirmed_Dead	wd:Q1050305
dbr:The_San_Antonio_Kid	wd:Q7762190
dbr:Arabian_Sea	wd:Q58705
dbr:Anand_Aur_Anand	wd:Q4751237
dbr:Beethoven__u0028_film_u0029_	wd:Q754892
dbr:The_Invisible_Menace	wd:Q3521405
dbr:Fulltime_Killer	wd:Q1473776
dbr:Apple_Records	wd:Q213710
dbr:Boiler__u0028_song_u0029_	wd:Q726042
dbr:D_u00E9_j_u00E0__Vu__u0028_2006_film_u0029_	wd:Q252409
dbr:Super_Robot_Wars_A	wd:Q1091004
dbr:Eagles__u0028_band_u0029_	wd:Q189635
dbr:The_Glory_Guys	wd:Q1218403
dbr:David_Brown__u0028_producer_u0029_	wd:Q369175
dbr:William_A_u002E__Fraker	wd:Q489559
dbr:Dwight_Yoakam	wd:Q713099
dbr:Edward_Hills_Wason	wd:Q1292559
dbr:Real_World_Records	wd:Q325866
dbr:You_Only_Live_Once__u0028_The_Strokes_song_u0029_	wd:Q767792
dbr:Baraka__u0028_film_u0029_	wd:Q514170
dbr:T_u002E__J_u002E__Hensick	wd:Q2383343
dbr:Hajjiabad_u002C__Nahavand	wd:Q4252404
dbr:An_Eye_for_an_Eye__u0028_RBL_Posse_album_u0029_	wd:Q11851263
dbr:Style__u0028_Taylor_Swift_song_u0029_	wd:Q18786715
dbr:James_Gang_Rides_Again	wd:Q6134479
dbr:Albert_Bloxham	wd:Q4709763
dbr:The_Lost_Patrol__u0028_1934_film_u0029_	wd:Q1218906
dbr:Shreveport_u002C__Louisiana	wd:Q80517
dbr:Kai_Kodukkum_Kai	wd:Q6347418
dbr:Redmond_O_u0027_Donoghue	wd:Q7306124
dbr:Rija_Rakotomandimby	wd:Q2152920
dbr:Martine_Aurillac	wd:Q3295734
dbr:Mickey_u0027_s_Eleven	wd:Q6838532
dbr:Pudhu_Pudhu_Arthangal	wd:Q7258338
dbr:Who_Put_the_Devil_in_You	wd:Q7997356
dbr:John_Astin	wd:Q458464
dbr:Solace__u0028_2015_film_u0029_	wd:Q13750840
dbr:DreamWorks_Records	wd:Q1899781
dbr:Turn_My_Back_on_You	wd:Q7855696
dbr:Demmamussabebonk	wd:Q3705314
dbr:D_u00E9_senchant_u00E9_e	wd:Q2576448
dbr:Physician	wd:Q39631
dbr:Nice_Girl_u0025_3F	wd:Q7024673
dbr:Senso__u0028_film_u0029_	wd:Q649600
dbr:Double_Harness	wd:Q5299795
dbr:13_Hours_by_Air	wd:Q3284011
dbr:Before_Women_Had_Wings	wd:Q4880314
dbr:Hendrik_Hertzberg	wd:Q1605045
dbr:Simon__u0026__Schuster	wd:Q1756332
dbr:John_Rawlins__u0028_director_u0029_	wd:Q3182344
dbr:IJzendijke	wd:Q1278906
dbr:Don_u0027_t_Be_Afraid_of_the_Dark__u0028_2010_film_u0029_	wd:Q2299378
dbr:Dayton_u002C__Ohio	wd:Q34739
dbr:Chura_Liyaa_Hai_Tumne	wd:Q1089690
dbr:Swarthmore_College	wd:Q1378320
dbr:Exchange__u0028_album_u0029_	wd:Q5419552
dbr:Ramhormoz_County	wd:Q1279505
dbr:Natalia_Lavrova	wd:Q231522
dbr:Christian_Michelsen	wd:Q319645
dbr:Andre_Nickatina	wd:Q3303558
dbr:Legend_of_Ogre_Battle_Gaiden_u003A__Prince_of_Zenobia	wd:Q3023257
dbr:Christmas_Party__u0028_short_story_u0029_	wd:Q15091102
dbr:Battle_of_Neretva__u0028_film_u0029_	wd:Q510641
dbr:The_Immortal_Bachelor	wd:Q893262
dbr:Bonk_u003A__Brink_of_Extinction	wd:Q4942115
dbr:Hypsopygia	wd:Q3144421
dbr:Bringing_Mary_Home	wd:Q4968371
dbr:Under_a_Violet_Moon	wd:Q1930021
dbr:Translational_Genomics_Research_Institute	wd:Q7834538
dbr:Nionsomoridou	wd:Q7039375
dbr:Associated_British_Picture_Corporation	wd:Q200976
dbr:Perspective__u0028_P_u002D_Model_album_u0029_	wd:Q11239499
dbr:How_to_Stuff_a_Wild_Bikini	wd:Q5918770
dbr:Fugo_Keiji	wd:Q8189725
dbr:Florentia_Sale	wd:Q5460883
dbr:Worms_u002C__Germany	wd:Q3852
dbr:Swarg	wd:Q7653862
dbr:Marcela_Guerra_Castillo	wd:Q6756281
dbr:Carl_Friedrich_von_Weizs_u00E4_cker	wd:Q65350
dbr:Sin_Takes_a_Holiday	wd:Q3961347
dbr:Mercy_Mercy_Me__u0028_The_Ecology_u0029_	wd:Q3306416
dbr:The_Guns_of_Fort_Petticoat	wd:Q3282995
dbr:The_Borrowers__u0028_1997_film_u0029_	wd:Q1304483
dbr:William_Stride	wd:Q8018920
dbr:Man_u0027_s_Best_Friend__u0028_1993_film_u0029_	wd:Q3301984
dbr:Stuntman__u0028_video_game_u0029_	wd:Q2736071
dbr:MF_Doom	wd:Q304675
dbr:Yuri_Butsayev	wd:Q971698
dbr:Backstage__u0028_2000_film_u0029_	wd:Q3352138
dbr:V_u00E1__u0161_niv_u00FD__bozk	wd:Q7944204
dbr:Arnold_Schwarzenegger	wd:Q2685
dbr:Weird_Science__u0028_film_u0029_	wd:Q785031
dbr:Robot_Chicken_u003A__Star_Wars	wd:Q7353331
dbr:Hartford_Whalers	wd:Q830968
dbr:Indira__u0028_film_u0029_	wd:Q6024942
dbr:Miko_u0142_aj__u0025_22the_Black_u0025_22_Radziwi_u0142__u0142_	wd:Q967015
dbr:The_Pink_Panther__u0028_1963_film_u0029_	wd:Q1131556
dbr:Vic_Fleming	wd:Q7924794
dbr:Codemasters	wd:Q23901
dbr:Michael_Tsiselsky	wd:Q4505901
dbr:Albert_Kotin	wd:Q4710651
dbr:Bollywood	wd:Q93196
dbr:Shemp_Howard	wd:Q1287517
