dbr:Ron_Howard	wd:Q103646
dbr:Luc_Besson	wd:Q484779
dbr:DreamWorks	wd:Q192557
dbr:The_Expanse__u0028_Star_Trek_episode_u0029_	wd:Q1027348
dbr:P_u002E__Neelakantan	wd:Q7117445
dbr:MGM_Records	wd:Q1881437
dbr:Should_Tall_Men_Marry_u0025_3F	wd:Q3959738
dbr:Yanick_Moreira	wd:Q14329497
dbr:Terrorist__u0028_album_u0029_	wd:Q7703961
dbr:Jaguar_Cars	wd:Q30055
dbr:Emil_Jannings	wd:Q77181
dbr:Edmonton_Eskimos	wd:Q1285835
dbr:The_Santa_Clause_2	wd:Q1469426
dbr:San_Marino	wd:Q238
dbr:Edmondo_Amati	wd:Q972849
dbr:Colgate_University	wd:Q1191335
dbr:Lord_of_the_Dance__u0028_Franciscus_Henri_album_u0029_	wd:Q6680100
dbr:Upendra__u0028_actor_u0029_	wd:Q7377106
dbr:The_Cross_Movement	wd:Q7728172
dbr:Voicelugger	wd:Q4251456
dbr:Joseph_Wood_Krutch	wd:Q291183
dbr:Vidivelli	wd:Q15221103
dbr:Q_u002D_Games	wd:Q116371
dbr:There_u0027_s_Something_About_a_War	wd:Q10382008
dbr:Life_Begins_for_Andy_Hardy	wd:Q3214231
dbr:Kirsten_Running_u002D_Marquardt	wd:Q6416114
dbr:Rajinikanth	wd:Q60068
dbr:Zamana__u0028_1985_film_u0029_	wd:Q8065601
dbr:Yiyun_Li	wd:Q460088
dbr:Relativity_Records	wd:Q201607
dbr:Raf_Vallone	wd:Q727786
dbr:Alan_Stewart__u0028_footballer_u0029_	wd:Q4707839
dbr:The_Sixth_Sense	wd:Q183063
dbr:Cher	wd:Q12003
dbr:Hot_Shots_u0021__Part_Deux	wd:Q843198
dbr:Swapna_Sundari__u0028_film_u0029_	wd:Q10971664
dbr:Snoop_Dogg	wd:Q6096
dbr:Olavi_Ahonen__u0028_basketball_u0029_	wd:Q11885258
dbr:Bellflower_u002C__California	wd:Q815979
dbr:Charles_Scott_Sherrington	wd:Q213504
dbr:Gda_u0144_sk	wd:Q1792
dbr:Call_My_Name__u0028_OMD_song_u0029_	wd:Q5021576
dbr:Gardish	wd:Q5522558
dbr:Ben_O_u0027_Loughlin	wd:Q4886240
dbr:Confrontation__u0028_Soilent_Green_album_u0029_	wd:Q5160291
dbr:Esl_u00F6_v_Municipality	wd:Q1130264
dbr:Give_Ireland_Back_to_the_Irish	wd:Q2716030
dbr:Ochanomizu_University	wd:Q1152391
dbr:Someone_like_You__u0028_Adele_song_u0029_	wd:Q166904
dbr:AB_Svensk_Filmindustri	wd:Q177955
dbr:Crown_of_Souls	wd:Q5189512
dbr:Air__u0028_Stargate_Universe_u0029_	wd:Q862245
dbr:The_Tunnel__u0028_1935_film_u0029_	wd:Q7833578
dbr:Russell_Metty	wd:Q1312577
dbr:Jared_Jeffries	wd:Q681243
dbr:The_Other_Side__u0028_Aerosmith_song_u0029_	wd:Q625002
dbr:Wednesday_u0027_s_Child__u0028_novel_u0029_	wd:Q7979230
dbr:The_Abyss	wd:Q336517
dbr:Friends__u0026__Lovers__u0028_film_u0029_	wd:Q3753288
dbr:Girl_from_the_North_Country	wd:Q1526765
dbr:Fifi_Blows_Her_Top	wd:Q5447402
dbr:Walter_Parkes	wd:Q1971768
dbr:Kid_u014D__Senshi_Gundam_u003A__Senj_u014D__no_Kizuna	wd:Q3196429
dbr:Magistrate	wd:Q4594605
dbr:Bob_Rouse	wd:Q888224
dbr:Detective_fiction	wd:Q186424
dbr:Warren_Beatty	wd:Q95030
dbr:Maalai_Sooda_Vaa	wd:Q6721048
dbr:Money__u0028_Blackadder_u0029_	wd:Q6899091
dbr:Junior_Langi	wd:Q6313320
dbr:The_Kiss_and_Other_Movements	wd:Q7744740
dbr:Don_u0027_t_Change_Your_Husband	wd:Q2060270
dbr:Conan_the_Destroyer	wd:Q740516
dbr:Flaming_Feather	wd:Q5457225
dbr:Kisna_u003A__The_Warrior_Poet	wd:Q776808
dbr:Bheeman	wd:Q18357885
dbr:The_Triplets_of_Belleville	wd:Q779517
dbr:Electro_house	wd:Q627906
dbr:Air_Bud_u003A__Seventh_Inning_Fetch	wd:Q1988751
dbr:Santiago__u0028_film_u0029_	wd:Q12127297
dbr:Condorman	wd:Q1124617
dbr:The_Band	wd:Q600344
dbr:Steve_Cochran	wd:Q2094606
dbr:Ancient_Greek	wd:Q35497
dbr:Medill_School_of_Journalism	wd:Q6806876
dbr:Let_u0027_s_Get_Tough_u0021_	wd:Q6532378
dbr:Pima_County_u002C__Arizona	wd:Q58688
dbr:Ishinomaki_u002C__Miyagi	wd:Q270814
dbr:The_Ways_of_Sin	wd:Q3829185
dbr:To_Daddy	wd:Q7810894
dbr:Abbott_and_Costello_Meet_Dr_u002E__Jekyll_and_Mr_u002E__Hyde	wd:Q1121579
dbr:Party_and_Bullshit	wd:Q7140971
dbr:Tundu_Lissu	wd:Q16200074
dbr:The_Great_Waldo_Pepper	wd:Q732604
dbr:Paper_Sun__u0028_Def_Leppard_song_u0029_	wd:Q7132657
dbr:College_Swing	wd:Q1936143
dbr:Richard_Aldridge	wd:Q1471339
dbr:Charlie_Aston	wd:Q5084459
dbr:HMCS_Fort_Erie__u0028_K670_u0029_	wd:Q5630796
dbr:Jarret_Johnson	wd:Q1151494
dbr:Timi_u0219_oara	wd:Q83404
dbr:Viva_Cangaceiro	wd:Q3880053
dbr:Vendetta__u0028_Celesty_album_u0029_	wd:Q930073
dbr:Eagles__u0028_box_set_u0029_	wd:Q5325343
dbr:George_H_u002E__Plympton	wd:Q5540079
dbr:Pok_u00E9_mon_Heroes	wd:Q890656
dbr:There_Will_Be_No_Leave_Today	wd:Q1970252
dbr:Paisley	wd:Q211870
dbr:Saint_u002D_Denis_u002C__Seine_u002D_Saint_u002D_Denis	wd:Q160506
dbr:Show_Me_a_Hero	wd:Q18154031
dbr:Bergerac_u002C__Dordogne	wd:Q187911
dbr:The_Black_Sleep	wd:Q1059488
dbr:James_Moorhouse__u0028_politician_u0029_	wd:Q4068989
dbr:Charles_A_u002E__Wikoff	wd:Q5074931
dbr:Tim_McGraw	wd:Q356487
dbr:Because_of_You__u0028_Ne_u002D_Yo_song_u0029_	wd:Q2561292
dbr:Birdhouse_Skateboards	wd:Q3300229
dbr:Brewster_u0027_s_Millions__u0028_1945_film_u0029_	wd:Q4962722
dbr:Tony_Blair	wd:Q9545
dbr:Survivor__u0028_film_u0029_	wd:Q15715647
dbr:Singh_vs_Kaur	wd:Q7523467
dbr:The_Fast_and_the_Furious	wd:Q1576873
dbr:Be_Cool	wd:Q572903
dbr:Renkum	wd:Q691725
dbr:Will_Barton	wd:Q386736
dbr:Beulah_Bondi	wd:Q466440
dbr:The_Ascent__u0028_Star_Trek_u003A__Deep_Space_Nine_u0029_	wd:Q7714639
dbr:Sore_dewa_u002C__Mata_Ashita	wd:Q7563399
dbr:Time_of_Indifference	wd:Q428437
dbr:Arne_Skouen	wd:Q2666954
dbr:Ren_u00E9__G_u00E9_nin	wd:Q3426329
dbr:Titans__u0028_U_u002E_S_u002E__TV_series_u0029_	wd:Q593036
dbr:Faber_and_Faber	wd:Q898097
dbr:Kerala_Cafe	wd:Q6393312
dbr:Tommy_Boy_Records	wd:Q1644016
dbr:Room_a_Thousand_Years_Wide	wd:Q2743174
dbr:Takahisa_Maeyama	wd:Q11397110
dbr:Michel_Camilo	wd:Q712383
dbr:Sicily	wd:Q1460
dbr:Kyaa_Super_Kool_Hain_Hum	wd:Q6450629
dbr:Jaane_Jigar	wd:Q6109696
dbr:Your_Heart_u0027_s_Not_in_It	wd:Q8058820
dbr:Counterpoint__u0028_1968_film_u0029_	wd:Q2066369
dbr:Henry_Herbert_u002C__1st_Earl_of_Carnarvon	wd:Q3784941
dbr:Kenneth_More	wd:Q633222
dbr:Businessperson	wd:Q43845
dbr:Get_Shorty__u0028_film_u0029_	wd:Q261923
dbr:The_Wrong_Husband	wd:Q3023515
dbr:Belle_Starr__u0028_film_u0029_	wd:Q577380
dbr:Liam_Neeson	wd:Q58444
dbr:Hillbilly_Bone__u0028_song_u0029_	wd:Q5762639
dbr:Lancaster_u002C__Pennsylvania	wd:Q320514
dbr:A_Spy_in_the_House_of_Love__u0028_album_u0029_	wd:Q4659771
dbr:Luanda	wd:Q3897
dbr:Allan_Dwan	wd:Q959677
dbr:James_Wong_Howe	wd:Q266521
dbr:Talk_show	wd:Q622812
dbr:Gravity_Falls	wd:Q550555
dbr:Joseph_MacDonald	wd:Q345800
dbr:Oi_Oi_Oi__u0028_Remixed_u0029_	wd:Q7081188
dbr:Dance_Like_Nobody_u0027_s_Watching__u0028_30_Rock_u0029_	wd:Q5215151
dbr:Marie_Harf	wd:Q17405706
dbr:Nenjam_Marappathillai	wd:Q12985315
dbr:Here_with_Me__u0028_MercyMe_song_u0029_	wd:Q5737754
dbr:My_Sweet_Lord	wd:Q1476003
dbr:City_Of	wd:Q2902020
dbr:Stacey_Sher	wd:Q2325642
dbr:The_Runaround__u0028_1931_film_u0029_	wd:Q7761836
dbr:Joel_Genazzi	wd:Q16228857
dbr:Leicester_City_F_u002E_C_u002E_	wd:Q19481
dbr:Dmitri_Nabokov__u0028_ice_hockey_u0029_	wd:Q3033169
dbr:Winds_of_the_Wasteland	wd:Q3555597
dbr:Fran_u00E7_ois_Scheffer	wd:Q3246562
dbr:La_Tortura	wd:Q1784211
dbr:Gangster_No_u002E__1	wd:Q1493544
dbr:Parrish__u0028_film_u0029_	wd:Q950721
dbr:Pim_Fortuyn	wd:Q311697
dbr:Avenged_Sevenfold	wd:Q165193
dbr:Strategic_Air_Command__u0028_film_u0029_	wd:Q1660756
dbr:Reality_Check__u0028_Seagram_album_u0029_	wd:Q7301237
dbr:Non_u002D_fiction	wd:Q213051
dbr:Erwin_Otto_Marx	wd:Q97146
dbr:Vyacheslav_Anisin	wd:Q1379171
dbr:Lanny_McDonald	wd:Q1332308
dbr:Los_Angeles_Lakers	wd:Q121783
dbr:Wasim_Akram	wd:Q982801
dbr:Slow_Hands	wd:Q2576821
dbr:Walter_Miller__u0028_actor_u0029_	wd:Q2474042
dbr:Karl_Hasselmann	wd:Q1644833
dbr:We_Will_Rock_You	wd:Q326487
dbr:Celastrales	wd:Q21870
dbr:I_Wish_I_Could_Have_Been_There	wd:Q5979878
dbr:Andha_Naal	wd:Q3429494
dbr:HMCS_Glace_Bay__u0028_MM_701_u0029_	wd:Q3334292
dbr:Deuces_Wild	wd:Q3788447
dbr:Isaac_Romo	wd:Q6077024
dbr:A_u002E__Sreekar_Prasad	wd:Q3177812
dbr:James_Olson__u0028_actor_u0029_	wd:Q1680915
dbr:Mirage__u0028_Meat_Puppets_album_u0029_	wd:Q6872586
dbr:Christ_u0027_s_College_u002C__Cambridge	wd:Q714717
dbr:St_Peter_and_St_Paul_u0027_s_Church_u002C__Bolton_u002D_by_u002D_Bowland	wd:Q7595362
dbr:Dizzy_Doctors	wd:Q5285115
dbr:James_A_u002E__Bayard__u0028_elder_u0029_	wd:Q1679889
dbr:Renaldas_Seibutis	wd:Q458539
dbr:Colin_McRae_u003A__Dirt_2	wd:Q2269831
dbr:Emma_of_Waldeck_and_Pyrmont	wd:Q57664
dbr:Pieces_of_the_Sun	wd:Q7191423
dbr:There_u0027_s_Always_a_Woman__u0028_Desperate_Housewives_u0029_	wd:Q1107355
dbr:XX__u0028_Mushroomhead_album_u0029_	wd:Q3282998
dbr:Rade_Bogdanovi_u0107_	wd:Q493072
dbr:Thunderstruck__u0028_song_u0029_	wd:Q2430003
dbr:The_Shoes_of_the_Fisherman	wd:Q1660701
dbr:Kidnapped__u0028_1971_film_u0029_	wd:Q955194
dbr:Very_Bad_Things	wd:Q767643
dbr:Billy_Bitzer	wd:Q329965
dbr:Raton_Pass__u0028_film_u0029_	wd:Q7295897
dbr:Liar_Liar	wd:Q48980
dbr:Head__u0028_Julian_Cope_song_u0029_	wd:Q5689088
dbr:Zimbabwe	wd:Q954
dbr:Shantanu_Moitra	wd:Q7489036
dbr:Day_of_the_Cobra	wd:Q1152958
dbr:Jayaram	wd:Q3522919
dbr:Birds_u002C__Beasts_u002C__and_Relatives	wd:Q3312280
dbr:The_Affair__u0028_1995_film_u0029_	wd:Q7712749
dbr:FK_Berane	wd:Q963069
dbr:Rachel_Portman	wd:Q261314
dbr:Leo_Tover	wd:Q328403
dbr:Fr_u00F6_dinge	wd:Q2223133
dbr:Harold_F_u002E__Kress	wd:Q325190
dbr:Imaginary_Crimes	wd:Q6002444
dbr:Karl_Br_u00FC_ggemann	wd:Q6371670
dbr:Jacques_J_u002E__Polak	wd:Q1678009
dbr:Scopula	wd:Q142194
dbr:Bandhan__u0028_1969_film_u0029_	wd:Q4854549
dbr:Tanuja_Chandra	wd:Q539302
dbr:The_Public_Enemy	wd:Q1199902
dbr:Jack_Warner__u0028_actor_u0029_	wd:Q1566430
dbr:Iruvar_Ullam__u0028_2016_film_u0029_	wd:Q15613894
dbr:Judy_Garland	wd:Q11637
dbr:The_Greatest_Story_Ever_Told	wd:Q1218601
dbr:The_Man_with_Two_Faces__u0028_1934_film_u0029_	wd:Q7750132
dbr:Nikita_Shchitov	wd:Q506499
dbr:Jeff_Fahey	wd:Q314606
dbr:Clive_Brook	wd:Q1101883
dbr:Jack_Hawkins	wd:Q26118
dbr:The_Betsy	wd:Q3985948
dbr:Epitaph_Records	wd:Q726153
dbr:Japan_Meteorological_Agency	wd:Q860935
dbr:The_Table_of_the_Poor	wd:Q3824553
dbr:Tactical_role_u002D_playing_game	wd:Q1529437
dbr:Ram_Balram	wd:Q7288432
dbr:Victor_Gollancz_Ltd	wd:Q2522363
dbr:Greg_Moore__u0028_ice_hockey_u0029_	wd:Q1544964
dbr:Keble_College_u002C__Oxford	wd:Q1276338
dbr:Lou_Costello	wd:Q23884
dbr:Leicester	wd:Q83065
dbr:Suresnes	wd:Q193929
dbr:East_Jesus_Nowhere	wd:Q987454
dbr:Rip_u002C__Sew_and_Stitch	wd:Q7335479
dbr:Don_Smith__u0028_basketball_u002C__born_1951_u0029_	wd:Q3713597
dbr:The_Visit__u0028_Loreena_McKennitt_album_u0029_	wd:Q2268616
dbr:The_Lady_from_Cheyenne	wd:Q18636599
dbr:Br_u0103_ila	wd:Q188478
dbr:Louis_King	wd:Q11322
dbr:El_Pintor__u0028_album_u0029_	wd:Q17150131
dbr:Fort_Worth_u002C__Texas	wd:Q16558
dbr:Tarzan_the_Magnificent	wd:Q2349184
dbr:James_Newton_Howard	wd:Q213869
dbr:Cathedral_of_Saint_Eugene	wd:Q5052353
dbr:Miss_Tatlock_u0027_s_Millions	wd:Q3790598
dbr:Petri_Vehanen	wd:Q716230
dbr:A_Kiss_for_Susie	wd:Q13423756
dbr:Dino_Risi	wd:Q53034
dbr:Wervershoof	wd:Q846188
dbr:Carlos_Tello_Mac_u00ED_as	wd:Q5042698
dbr:Bukhuti_Zakariadze	wd:Q4184626
dbr:Mumbai	wd:Q1156
dbr:Alexander_Frolov	wd:Q666511
dbr:Shawn_Respert	wd:Q1639693
dbr:Dalaal	wd:Q5210148
dbr:Venky	wd:Q7920110
dbr:Lahti_Pelicans	wd:Q1440910
dbr:Julieta__u0028_film_u0029_	wd:Q20026867
dbr:Adhyayam_Onnu_Muthal	wd:Q4682571
dbr:Hugh_Padgham	wd:Q968524
dbr:Filmmaking	wd:Q932586
dbr:Dennis_Morgan	wd:Q956920
dbr:The_Gold_It_u0027_s_in_the_u002E__u002E__u002E_	wd:Q2630972
dbr:Vladimir_Kirpichnikov__u0028_general_u0029_	wd:Q4221785
dbr:Chenaran_County	wd:Q784830
dbr:Exorcist_II_u003A__The_Heretic	wd:Q1166194
dbr:Theodor_Blank	wd:Q65542
dbr:Over_the_Rainbow__u0028_Angel_u0029_	wd:Q3020366
dbr:Izzo__u0028_H_u002E_O_u002E_V_u002E_A_u002E__u0029_	wd:Q643554
dbr:Mark_Herdman	wd:Q20900265
dbr:Interscope_Communications	wd:Q6056696
dbr:Sub_u002D_culture__u0028_song_u0029_	wd:Q3502372
dbr:Psycho_II__u0028_film_u0029_	wd:Q1475321
dbr:200_Cigarettes	wd:Q40071
dbr:Randy_Andreachuk	wd:Q6380858
dbr:Fritz_Goos	wd:Q1466410
dbr:Walsall	wd:Q504530
dbr:The_Art_of_Getting_Along	wd:Q1165054
dbr:Ladislav_Peja_u010D_evi_u0107_	wd:Q504566
dbr:Babe_Rainbow	wd:Q4837663
dbr:Marguerite__u0028_musical_u0029_	wd:Q3290664
dbr:Red_Dawn	wd:Q506400
dbr:Get_On_Da_Mic	wd:Q5554065
dbr:Sam_Benedict	wd:Q7407174
dbr:Makes_Me_Wonder	wd:Q1982129
dbr:A_Thousand_Heroes	wd:Q21645978
dbr:Carl_Ablett	wd:Q5039791
dbr:Gary_Burton	wd:Q353096
dbr:James_Spader	wd:Q296928
dbr:Jinshi_u002C__Lianyuan	wd:Q14305784
dbr:The_Day_the_Earth_Stood_Still	wd:Q425992
dbr:Maxim_Kitsyn	wd:Q1913822
dbr:Bandit_Kings_of_Ancient_China	wd:Q2439071
dbr:Radioland_Murders	wd:Q1741078
dbr:RV__u0028_film_u0029_	wd:Q923343
dbr:Little_Annie_Rooney__u0028_1925_film_u0029_	wd:Q134008
dbr:Anaheim_Ducks	wd:Q192751
dbr:Winter_Was_Hard	wd:Q8026353
dbr:Nathaniel_J_u002E__Jackson	wd:Q6969694
dbr:Canaletto	wd:Q182664
dbr:God_of_Gamblers_II	wd:Q3109670
dbr:HSBC_Guyerzeller_Bank	wd:Q684709
dbr:Hossein_Khan_Motamed	wd:Q5909077
dbr:All_She_Wants_Is	wd:Q4729620
dbr:Joseph_Al_u002D_Zehlaoui	wd:Q17393521
dbr:Pleasant_Screams	wd:Q3906583
dbr:You_Needed_Me	wd:Q3430734
dbr:Kind_Hearts_and_Coronets	wd:Q353753
dbr:The_Leopard__u0028_1963_film_u0029_	wd:Q596623
dbr:Internal_Macedonian_Revolutionary_Organization__u2013__Democratic_Party_for_Macedonian_National_Unity	wd:Q945717
dbr:American_Chai	wd:Q4743328
dbr:World_Go_Round	wd:Q4020895
dbr:Dimple_Kapadia	wd:Q158558
dbr:Fire_in_the_Sky	wd:Q1740909
dbr:Vijayakanth	wd:Q3534435
dbr:Harry_Joe_Brown	wd:Q377920
dbr:What_u0027_s_the_Matador_u0025_3F	wd:Q7990897
dbr:Knowlton_Township_u002C__New_Jersey	wd:Q1073720
dbr:Edmund_James_Flynn	wd:Q648593
dbr:Giancarlo_Giannini	wd:Q315258
dbr:Spitting_Image__u0028_video_game_u0029_	wd:Q1523048
dbr:Choreutis_montana	wd:Q5105039
dbr:El_Deseo	wd:Q1324070
dbr:Detective_Conan_u003A__Full_Score_of_Fear	wd:Q1300488
dbr:Joseph_LaShelle	wd:Q351563
dbr:Cryin_u0027__for_Me__u0028_Wayman_u0027_s_Song_u0029_	wd:Q5190458
dbr:L_u0027_affaire_Maurizius	wd:Q1999366
dbr:Orchestra_Wives	wd:Q2900559
dbr:Kenneth_Stoddart	wd:Q6390718
dbr:Johnnie_Turner	wd:Q16886232
dbr:Juggernaut__u0028_novel_u0029_	wd:Q6304837
dbr:Jane_Rosenthal	wd:Q445818
dbr:Fifth__u0028_album_u0029_	wd:Q2568085
dbr:The_Predator__u0028_Animorphs_u0029_	wd:Q7758033
dbr:Dangerous_TATA	wd:Q5216143
dbr:Kalbajar_District	wd:Q457513
dbr:Mike_Flynn__u0028_basketball_u0029_	wd:Q3857389
dbr:Without_Pity	wd:Q3472468
dbr:John_Schwartzman	wd:Q1370528
dbr:55578	wd:Q4640568
dbr:The_Notorious_B_u002E_I_u002E_G_u002E_	wd:Q179157
dbr:Sleeping_Dogs_Lie__u0028_2006_film_u0029_	wd:Q3190343
dbr:Jane_Greer	wd:Q242373
dbr:Ask_Me_How_I_Am	wd:Q4807079
dbr:The_Wolf_Dog	wd:Q7775423
dbr:Personal_Record	wd:Q7170536
dbr:Christopher_Lee	wd:Q180338
dbr:Maureen_O_u0027_Hara	wd:Q229276
dbr:Mr_u002E__President__u0028_TV_series_u0029_	wd:Q3960382
dbr:Ferdinand_Kettler	wd:Q558983
dbr:Color_of_Night	wd:Q1111228
dbr:Kamen_Rider_Decade	wd:Q645130
dbr:Bu_u002D_Tik	wd:Q11124258
dbr:Battle_of_Britain	wd:Q154720
dbr:Merian_C_u002E__Cooper	wd:Q446427
dbr:Reunion_in_France	wd:Q846908
dbr:Cradle_Will_Rock	wd:Q1171556
dbr:Andy_Warhol_u0027_s_Frankenstein	wd:Q527958
dbr:Kelsey_Grammer	wd:Q196560
dbr:Counterfeit_for_Murder	wd:Q15090995
dbr:Sidney_Sheinberg	wd:Q3246861
dbr:Cross_of_Iron	wd:Q699679
dbr:The_Seven_Deadly_Sins__u0028_1962_film_u0029_	wd:Q2550255
dbr:Another_Town_u002C__Another_Train	wd:Q2660577
dbr:Aag__u0028_1994_film_u0029_	wd:Q4661166
dbr:Oriente_Petrolero	wd:Q127923
dbr:Promised_Land__u0028_2012_film_u0029_	wd:Q3017170
dbr:Maaman_Magal__u0028_1995_film_u0029_	wd:Q6721071
dbr:Over_the_Edge_Vol_u002E__1_u003A__JAMCON_u0027_84	wd:Q7113475
dbr:Cartoon_Network	wd:Q708290
dbr:When_the_Sun_Goes_Down__u0028_Kenny_Chesney_song_u0029_	wd:Q7993044
dbr:And_the_Band_Played_On__u0028_film_u0029_	wd:Q426393
dbr:Dutch_Golden_Age_painting	wd:Q2352880
dbr:Aaye_Din_Bahar_Ke	wd:Q4662820
dbr:Ernest_L_u002E__Blumenschein	wd:Q12053202
dbr:Ryuji_Sasai	wd:Q2978517
dbr:Christian_Democratic_Union_of_Germany	wd:Q49762
dbr:Last_Dance__u0028_1996_film_u0029_	wd:Q1806702
dbr:Chris_Law__u0028_politician_u0029_	wd:Q19875413
dbr:Atlanta_Flames	wd:Q756173
dbr:Will__u0028_2011_film_u0029_	wd:Q8002653
dbr:Amerie	wd:Q233377
dbr:Listen_u002C__Darling	wd:Q1933767
dbr:Blind_Date__u0028_1987_film_u0029_	wd:Q884135
dbr:Edward_J_u002E__Kay	wd:Q1292620
dbr:Invictus__u0028_film_u0029_	wd:Q689842
dbr:Wave__u0028_Murray_Head_album_u0029_	wd:Q7975262
dbr:Marie_Antoinette	wd:Q47365
dbr:The_Scofflaw	wd:Q7762593
dbr:Ninohe_u002C__Iwate	wd:Q695907
dbr:My_Boo__u0028_Usher_and_Alicia_Keys_song_u0029_	wd:Q935373
dbr:The_Class_of_1959_Chapel	wd:Q7723285
dbr:The_Way_We_Live_Now	wd:Q7773866
dbr:Shepperd_Strudwick	wd:Q2278200
dbr:Other_Voices_u002C__Other_Rooms__u0028_The_Getaway_Plan_album_u0029_	wd:Q7108628
dbr:Devil_on_My_Shoulder	wd:Q5267349
dbr:Bully__u0028_2001_film_u0029_	wd:Q1004657
dbr:George_Horsfall	wd:Q5540742
dbr:Proprietary_software	wd:Q218616
dbr:Chicken_Every_Sunday	wd:Q2963389
dbr:Christoph_von_Sigwart	wd:Q72050
dbr:King_u0027_s_College_London	wd:Q245247
dbr:Michael_u0027_s_Last_Dundies	wd:Q6828000
dbr:Puzzle_video_game	wd:Q54767
dbr:I_Was_a_Male_War_Bride	wd:Q1525998
dbr:Some_Kind_of_Hero	wd:Q7559429
dbr:Mike_Dean__u0028_record_producer_u0029_	wd:Q6846533
dbr:Mainz	wd:Q1720
dbr:Peter_Gabriel	wd:Q175195
dbr:The_Hidden_Window_Mystery	wd:Q7739568
dbr:Cloudland__u0028_album_u0029_	wd:Q5135752
dbr:University_of_Miami	wd:Q738258
dbr:Franska_Kort	wd:Q5492445
dbr:Yunus_u002D_bek_Yevkurov	wd:Q319464
dbr:List_of_G_u002E_I_u002E__Joe_video_games	wd:Q6571544
dbr:Mazie_Hirono	wd:Q16476
dbr:J_u002E__R_u002E__R_u002E__Tolkien	wd:Q892
dbr:Mother_Is_a_Freshman	wd:Q3818197
dbr:Stella__u0028_1950_film_u0029_	wd:Q7607024
dbr:Saliou_Diallo	wd:Q6084893
dbr:Driven	wd:Q1259419
dbr:Who_Done_It_u0025_3F__u0028_1949_film_u0029_	wd:Q7997226
dbr:La_vacanza	wd:Q3824711
dbr:Praise_You_In_This_Storm	wd:Q7238100
dbr:Spanish_Masters	wd:Q7573240
dbr:Christine_Cavanaugh	wd:Q2740411
dbr:Bitch_I_u0027_m_Madonna	wd:Q20046281
dbr:Jean_Renoir	wd:Q50713
dbr:Aruna_Irani	wd:Q158225
dbr:Terry_u002D_Thomas	wd:Q711129
dbr:Laurence_Olivier	wd:Q55245
dbr:Macintosh	wd:Q75687
dbr:Heeralaal_Pannalal__u0028_1978_film_u0029_	wd:Q5698092
dbr:Michael_Weiner__u0028_executive_u0029_	wd:Q3308574
dbr:Paszab	wd:Q1090042
dbr:Aggiramudu	wd:Q4692223
dbr:The_Flight_Commander__u0028_film_u0029_	wd:Q7734428
dbr:New_Delhi	wd:Q987
dbr:People_Get_Ready	wd:Q7165874
dbr:BASEketball	wd:Q266027
dbr:The_Last_Movie	wd:Q520051
dbr:EMI_Music_Japan	wd:Q1365614
dbr:Three_Came_Home	wd:Q1257224
dbr:Love_on_Top	wd:Q1574201
dbr:Robin_Williams	wd:Q83338
dbr:Treasure_Island_in_Outer_Space	wd:Q319123
dbr:A_Flintstone_Christmas	wd:Q4656804
dbr:Jorge_Sanjin_u00E9_s	wd:Q1395146
dbr:Ann_Rutherford	wd:Q231704
dbr:How_the_West_Was_Won__u0028_film_u0029_	wd:Q162518
dbr:John_Gilbert__u0028_actor_u0029_	wd:Q503956
dbr:Botswana	wd:Q963
dbr:Mali	wd:Q912
dbr:Shinichi_Sekizawa	wd:Q1074930
dbr:Music	wd:Q638
dbr:Jeff_Sessions	wd:Q358443
dbr:Ghosts_on_the_Loose	wd:Q3104973
dbr:Tetelestai	wd:Q18463567
dbr:Mighty_Switch_Force_u0021_	wd:Q16267473
dbr:Bread_u002C__Love_and_Dreams	wd:Q2583894
dbr:Paar__u0028_film_u0029_	wd:Q745334
dbr:Ranjeeta_Kaur	wd:Q7293124
dbr:Believe__u0028_Disturbed_album_u0029_	wd:Q188108
dbr:Walter_Brandt__u0028_pilot_u0029_	wd:Q10393047
dbr:ABBA	wd:Q18233
dbr:Herbert_Marshall	wd:Q1273317
dbr:Oscar_Brodney	wd:Q354062
dbr:Star_Wars_Galaxies	wd:Q55272
dbr:Strano_appuntamento	wd:Q7621652
dbr:Where_u0027_s_Your_Love	wd:Q4207347
dbr:Scream_2	wd:Q270599
dbr:Oil_Rush	wd:Q4045698
dbr:Agnes_Miegel	wd:Q67013
dbr:Mus_u00E9_e_d_u0027_Art_Moderne_de_C_u00E9_ret	wd:Q3329642
dbr:Chondrichthyes	wd:Q25371
dbr:Harikrishnans	wd:Q5657490
dbr:Karma__u0028_The_Black_Eyed_Peas_song_u0029_	wd:Q2357816
dbr:University_College_London	wd:Q193196
dbr:Criminal_Court	wd:Q3000941
dbr:Arkansas	wd:Q1612
dbr:Renzo_Marignano	wd:Q3933034
dbr:Defense_Superior_Service_Medal	wd:Q2585651
dbr:Rhys_Ifans	wd:Q215017
dbr:Best_Men	wd:Q885295
dbr:Joey_Martin__u0028_ice_hockey_u0029_	wd:Q16229644
dbr:Robotica__u0028_video_game_u0029_	wd:Q7353427
dbr:Ralph_Izzard	wd:Q7287689
dbr:Kings__u0028_U_u002E_S_u002E__TV_series_u0029_	wd:Q467593
dbr:One_of_Our_Aircraft_Is_Missing	wd:Q2089824
dbr:Mulholland_Falls	wd:Q1093391
dbr:Charles_T_u002E__Kresge	wd:Q16186328
dbr:Hollywood_Hotel__u0028_film_u0029_	wd:Q12124807
