dbr:Julian_Melchiori	wd:Q6307383
dbr:Fletcher_u002D_class_destroyer	wd:Q1428155
dbr:Soulless__u0028_Angel_u0029_	wd:Q3472496
dbr:Kuomintang	wd:Q31113
dbr:Konstantin_Konik	wd:Q729323
dbr:Case_Keenum	wd:Q5048309
dbr:Colorado_Rockies	wd:Q388858
dbr:Victor_Tourjansky	wd:Q1970428
dbr:Stagecoach__u0028_1939_film_u0029_	wd:Q50714
dbr:Brave_Shot	wd:Q4958396
dbr:Deva__u0028_composer_u0029_	wd:Q3424313
dbr:Million_Dollar_Mermaid	wd:Q2385458
dbr:Erich_Pommer	wd:Q61441
dbr:Dante_Spinotti	wd:Q179657
dbr:The_Little_Things_You_Do_Together	wd:Q785746
dbr:The_Last_Outlaw__u0028_1919_film_u0029_	wd:Q3521529
dbr:Piece_of_My_Heart__u0028_novel_u0029_	wd:Q7191364
dbr:Fine_Time	wd:Q3072569
dbr:54_u002D_40__u0028_album_u0029_	wd:Q4640423
dbr:Pool_of_London__u0028_film_u0029_	wd:Q7228584
dbr:Frankfurt	wd:Q1794
dbr:Set_It_Off__u0028_film_u0029_	wd:Q962544
dbr:Scooby_u002D_Doo_u0021__and_the_Legend_of_the_Vampire	wd:Q602018
dbr:T_u002D_Pain	wd:Q221155
dbr:Stormy_Daniels	wd:Q233240
dbr:Juha	wd:Q1711517
dbr:Crimes_of_the_Heart__u0028_film_u0029_	wd:Q1169380
dbr:March__u00F6_r_Die	wd:Q924487
dbr:Solomon_Gundie	wd:Q7558620
dbr:The_Subtle_Knife	wd:Q472208
dbr:Rod_Serling	wd:Q435920
dbr:Murray_Hamilton	wd:Q978706
dbr:Nicole_Atkins	wd:Q3300166
dbr:Baldassarre_Negroni	wd:Q1399800
dbr:The_Public_Eye__u0028_film_u0029_	wd:Q1029546
dbr:Quiet_Please_u0021_	wd:Q886782
dbr:Work_It_Out__u0028_Def_Leppard_song_u0029_	wd:Q2253094
dbr:John_Feldmann	wd:Q931450
dbr:Laurence_Mark	wd:Q1808004
dbr:Paisley_Park_Records	wd:Q2280168
dbr:Coolio	wd:Q310357
dbr:Albanians	wd:Q179248
dbr:Here_Comes_Peter_Cottontail_u003A__The_Movie	wd:Q3045588
dbr:Bat_Country	wd:Q2816504
dbr:Jennifer_Coolidge	wd:Q230278
dbr:Bernardino_Zapponi	wd:Q672440
dbr:Joshua_Lederberg	wd:Q218823
dbr:Lady_Liberty__u0028_film_u0029_	wd:Q2295262
dbr:Television_comedy	wd:Q7696995
dbr:Chris_Brown	wd:Q155700
dbr:The_Volga_Boatman__u0028_film_u0029_	wd:Q913865
dbr:Atlant_Moscow_Oblast	wd:Q665729
dbr:Paramore	wd:Q473466
dbr:Kent_Johansson	wd:Q3814665
dbr:Araliaceae	wd:Q193335
dbr:Yakutsk	wd:Q6610
dbr:Niels_Bohr	wd:Q7085
dbr:Something_4_the_Weekend	wd:Q7560044
dbr:Islands__u0028_film_u0029_	wd:Q3803149
dbr:Joseph_Nemours_Pierre_u002D_Louis	wd:Q370742
dbr:Hisham_Bizri	wd:Q14946749
dbr:Oosterhout	wd:Q9858
dbr:Rudolf_Wilke	wd:Q98378
dbr:T_u002E_W_u002E_L_u002F_Yellow_Pansy_Street	wd:Q11247911
dbr:Muddat__u0028_1986_film_u0029_	wd:Q6931596
dbr:The_FBI_Story	wd:Q1085121
dbr:New_York_Stories	wd:Q977372
dbr:There_Goes_My_Girl	wd:Q10382009
dbr:For_Me_and_My_Gal__u0028_film_u0029_	wd:Q2371931
dbr:War_of_the_Lance__u0028_video_game_u0029_	wd:Q3566234
dbr:Dead_End__u0028_2003_film_u0029_	wd:Q1180803
dbr:Alexei_Potapov__u0028_ice_hockey_u0029_	wd:Q2577593
dbr:Philippe_Noiret	wd:Q106482
dbr:James_B_u002E__Utt	wd:Q1679994
dbr:The_Main_Force	wd:Q7749652
dbr:HMCS_Margaree__u0028_DDH_230_u0029_	wd:Q5630845
dbr:Three_Dollar_Bill_u002C__Y_u0027_all	wd:Q1141857
dbr:Filmation	wd:Q1414376
dbr:Luck_by_Chance	wd:Q1873709
dbr:Daffy_Duck_u0027_s_Quackbusters	wd:Q2081050
dbr:You_Were_Always_There	wd:Q8057582
dbr:The_Egyptian__u0028_film_u0029_	wd:Q1528304
dbr:Michelangelo_Antonioni	wd:Q55433
dbr:Ralph_Dawson	wd:Q453160
dbr:Road__u0028_film_u0029_	wd:Q1306876
dbr:Uncovered_u002F_Covered	wd:Q7882945
dbr:Stuart_Gillard	wd:Q278713
dbr:Eric_Bekoe	wd:Q5386112
dbr:Murder_Ahoy_u0021_	wd:Q492108
dbr:Zazie	wd:Q167889
dbr:Paul_McCartney	wd:Q2599
dbr:Municipality_of_Dolenjske_Toplice	wd:Q1016840
dbr:See_You_in_My_Nightmares	wd:Q2492348
dbr:The_Beautiful_Blonde_from_Bashful_Bend	wd:Q1848440
dbr:Footsteps__u0028_Steve_Lawrence_song_u0029_	wd:Q5466592
dbr:Maggie_Gyllenhaal	wd:Q202381
dbr:Casanova_u0027_s_Big_Night	wd:Q2084223
dbr:Cold_Shoulder__u0028_Adele_song_u0029_	wd:Q1107851
dbr:Russ_Mitchell	wd:Q7381188
dbr:Chocolate__u0028_2001_film_u0029_	wd:Q5103590
dbr:Bellshill	wd:Q680984
dbr:James_Chuter_Ede	wd:Q334318
dbr:The_Sugarland_Express	wd:Q432526
dbr:Obie_Trice	wd:Q313146
dbr:Rod_Steiger	wd:Q273215
dbr:Malcolm_McDowell	wd:Q117392
dbr:Fillmore_u0021_	wd:Q958123
dbr:Drew_Barrymore	wd:Q676094
dbr:Craig_David	wd:Q154222
dbr:Raven_in_My_Eyes	wd:Q7296432
dbr:The_Alamo__u0028_1960_film_u0029_	wd:Q1621909
dbr:Ybeltje_Berckmoes_u002D_Duindam	wd:Q2007401
dbr:Back_in_the_U_u002E_S_u002E_S_u002E_R_u002E_	wd:Q1783176
dbr:Warning_Sign__u0028_film_u0029_	wd:Q1056568
dbr:Pocrnela_burma	wd:Q7206554
dbr:Fredric_Lehne	wd:Q1364838
dbr:Leave_in_Silence	wd:Q2629332
dbr:Rush_Hour_Soul__u0028_song_u0029_	wd:Q7380712
dbr:Bomberman_Touch_u003A__The_Legend_of_Mystic_Bomb	wd:Q978329
dbr:Maanthrikam	wd:Q6721137
dbr:The_Countess__u0028_film_u0029_	wd:Q677347
dbr:Livin_u0027__My_Love	wd:Q3257148
dbr:Just_like_Heaven__u0028_film_u0029_	wd:Q75539
dbr:Project__u2013__A_Perfect_World	wd:Q7249429
dbr:Playing_Around	wd:Q12126922
dbr:Adele	wd:Q23215
dbr:Military_Raaj	wd:Q6852141
dbr:Philips_Records	wd:Q1536003
dbr:The_Conversation	wd:Q1009788
dbr:The_Kettles_in_the_Ozarks	wd:Q7744148
dbr:Acad_u00E9_mie_Julian	wd:Q337480
dbr:Treasure_Island__u0028_1972_live_u002D_action_film_u0029_	wd:Q2464759
dbr:The_Music_Man__u0028_1962_film_u0029_	wd:Q762649
dbr:Fedor_Zinchenko	wd:Q4192250
dbr:The_Violent_Men	wd:Q3227339
dbr:Pigsty__u0028_film_u0029_	wd:Q1196179
dbr:Susten_Pass	wd:Q666086
dbr:Fled	wd:Q1109508
dbr:Nintendo_3DS	wd:Q203597
dbr:Carlo_Ponti	wd:Q299419
dbr:Wheels__u0028_Glee_u0029_	wd:Q2600271
dbr:Dra_u017E_en_Petrovi_u0107_	wd:Q209982
dbr:The_Family__u0028_1987_film_u0029_	wd:Q1212325
dbr:Point_of_Know_Return	wd:Q576681
dbr:Git_Up_u002C__Git_Out	wd:Q5565022
dbr:Robot_Chicken_u003A__Star_Wars_Episode_III	wd:Q7353334
dbr:Come_September	wd:Q2721229
dbr:Man_on_a_Tightrope	wd:Q1304886
dbr:The_New_Centurions	wd:Q1163440
dbr:Up_All_Night__u0028_Drake_song_u0029_	wd:Q7897938
dbr:The_Wonderful_World_of_Julie_London	wd:Q7775694
dbr:Laulu_laakson_kukista	wd:Q4042654
dbr:Wilmington_u002C__Delaware	wd:Q174224
dbr:Roar_of_the_Iron_Horse	wd:Q7339831
dbr:Dorell_Wright	wd:Q609300
dbr:Green_u002D_Wood_Cemetery	wd:Q239043
dbr:Bonjour_Tristesse__u0028_film_u0029_	wd:Q511332
dbr:U_u002D_571__u0028_film_u0029_	wd:Q576367
dbr:The_Office__u0028_U_u002E_S_u002E__TV_series_u0029_	wd:Q23831
dbr:Fantozzi__u002D__Il_ritorno	wd:Q3739430
dbr:Emma_P_u002E__Carr	wd:Q7447
dbr:Phantom_Limb__u0028_song_u0029_	wd:Q3901269
dbr:The_Peace_of_Roaring_River	wd:Q8856243
dbr:Kern_County_u002C__California	wd:Q108047
dbr:A_Prop_u00F3_sito	wd:Q2893250
dbr:Heraklion	wd:Q160544
dbr:Konstantin_Makarov__u0028_ice_hockey_u0029_	wd:Q471994
dbr:The_Good_u002C__the_Bad_u002C__the_Weird	wd:Q488947
dbr:Lise_Mayer	wd:Q6558727
dbr:Quicksand__u0028_2003_film_u0029_	wd:Q2123110
dbr:GMA_Network	wd:Q399643
dbr:The_39_Steps__u0028_1935_film_u0029_	wd:Q501105
dbr:Leiden_University	wd:Q156598
dbr:Break_the_Cycle	wd:Q2470344
dbr:Bad_Boy_Records	wd:Q798658
dbr:Brother_Bear__u0028_soundtrack_u0029_	wd:Q1948057
dbr:DJ_Khaled	wd:Q80805
dbr:David_Eckersley	wd:Q5233257
dbr:Charles_G_u002E__Clarke	wd:Q1064479
dbr:Taj_Mahal__u0028_musician_u0029_	wd:Q353023
dbr:Lokmanya_u003A__Ek_Yug_Purush	wd:Q18350171
dbr:Picture__u0028_song_u0029_	wd:Q7191144
dbr:Buster_Millerick	wd:Q5002167
dbr:Robert_Alda	wd:Q2061166
dbr:Friends_Will_Be_Friends	wd:Q1003996
dbr:Disgaea_3_u003A__Absence_of_Justice	wd:Q2364459
dbr:Night_Shift_at_the_Thrill_Factory	wd:Q7033456
dbr:David_Ibarra_Mu_u00F1_oz	wd:Q5235330
dbr:Syracuse_u002C__New_York	wd:Q128069
dbr:Anthony_Hope	wd:Q457287
dbr:Back_to_the_Future_u003A__The_Game	wd:Q613511
dbr:Journey_with_Papa	wd:Q3797492
dbr:Dream_Evil	wd:Q909743
dbr:Fatyh_Zaripovich_Sharipov	wd:Q4520539
dbr:Dionne_Warwick	wd:Q234695
dbr:Gillian_Jones	wd:Q5562241
dbr:Ant_u00F4_nio_Pinto__u0028_composer_u0029_	wd:Q604223
dbr:Circle_in_the_Sand	wd:Q177804
dbr:Master_Stroke	wd:Q3683746
dbr:Hans_Zimmer	wd:Q76364
dbr:Guro_Fjellanger	wd:Q3355589
dbr:Suspicion__u0028_1941_film_u0029_	wd:Q1509470
dbr:Deewaar__u0028_1975_film_u0029_	wd:Q787034
dbr:Even_Stevens	wd:Q2078546
dbr:After_the_Verdict	wd:Q4690691
dbr:As_Above_u002C__So_Below__u0028_film_u0029_	wd:Q16248494
dbr:William_Franklyn	wd:Q8009350
dbr:Erection_Day	wd:Q677354
dbr:Summertown_Road	wd:Q7637710
dbr:Hans_Zomer	wd:Q5650858
dbr:Vin_Diesel	wd:Q178166
dbr:The_Cameraman	wd:Q2138984
dbr:Yu_Yu_Hakusho_u003A__Tournament_Tactics	wd:Q4023156
dbr:Yamla_Jat	wd:Q8048072
dbr:Razor__u0026__Tie	wd:Q7299616
dbr:George_Stevens	wd:Q51490
dbr:BSD_licenses	wd:Q191307
dbr:Triangle_Walks	wd:Q7840093
dbr:Day_Trip__u0028_film_u0029_	wd:Q5242875
dbr:Take_It_to_the_Floor	wd:Q1535272
dbr:Can_u0027_t_Stop_Fallin_u0027__into_Love	wd:Q5028968
dbr:Brad_R_u002E__Roth	wd:Q4954202
dbr:Say_It_u0027_s_Over	wd:Q7428947
dbr:Athabasca__u0028_novel_u0029_	wd:Q1213565
dbr:Hard_Hat_Area	wd:Q5655241
dbr:Alexander_Rybakov	wd:Q1671209
dbr:Schakels	wd:Q2223073
dbr:Changchun	wd:Q92161
dbr:Punch_and_Judy__u0028_song_u0029_	wd:Q3650630
dbr:Billu	wd:Q862951
dbr:Queens_u0027__College_u002C__Cambridge	wd:Q765642
dbr:Kenneth_Branagh	wd:Q55294
dbr:Dread_Dragon_Droom	wd:Q5306211
dbr:University_of_Jena	wd:Q154561
dbr:Fatal_Fury_u003A__King_of_Fighters	wd:Q1074008
dbr:Consuelo_N_u002E__Bailey	wd:Q5164533
dbr:Inspector_Clouseau__u0028_film_u0029_	wd:Q921042
dbr:Club_Africain	wd:Q1102938
dbr:Maryamin	wd:Q6781105
dbr:Love__u0026__Mercy__u0028_film_u0029_	wd:Q14878580
dbr:Youngbloods__u0028_album_u0029_	wd:Q8058576
dbr:The_Bodyguard__u0028_2016_film_u0029_	wd:Q18109989
dbr:Pat_Daley	wd:Q1341667
dbr:Sune_Bergstr_u00F6_m	wd:Q295696
dbr:Walkin_u0027__a_Broken_Heart	wd:Q7962420
dbr:Tom_Tykwer	wd:Q57231
dbr:Pam_Tillis	wd:Q464232
dbr:The_Bridge_at_Remagen	wd:Q714920
dbr:Lala_Shevket	wd:Q2032185
dbr:Aappilattoq_u002C__Kujalleq	wd:Q59117
dbr:Charlie_Countryman	wd:Q2590379
dbr:Mesa_Airlines	wd:Q1922297
dbr:The_Beloved_Rogue	wd:Q1192504
dbr:Montgomery_Clift	wd:Q193102
dbr:Too_Many_Husbands	wd:Q1144353
dbr:One_Son	wd:Q7093210
dbr:Blue_Bossa__u0028_album_u0029_	wd:Q4928916
dbr:Point_of_No_Return__u0028_1993_film_u0029_	wd:Q577469
dbr:The_Family_Bible	wd:Q7733295
dbr:Van_Morrison	wd:Q272203
dbr:Amel_Senan	wd:Q4742169
dbr:Caravan__u0028_1971_film_u0029_	wd:Q2937909
dbr:Head_of_State__u0028_film_u0029_	wd:Q1592282
dbr:The_Roots	wd:Q1052139
dbr:The_Dick_Powell_Show	wd:Q1248449
dbr:A_Bullet_Is_Waiting	wd:Q4655672
dbr:Toto_in_the_Moon	wd:Q3281271
dbr:By_the_Sea__u0028_2015_film_u0029_	wd:Q17986183
dbr:Artemis_Records	wd:Q4797479
dbr:Lovers_and_Friends__u0028_song_u0029_	wd:Q3244222
dbr:Andrew_C_u002E__Brock	wd:Q4756494
dbr:Khmer_language	wd:Q9205
dbr:Korean_People_u0027_s_Army_Strategic_Force	wd:Q1056855
dbr:Stop_u0021__Or_My_Mom_Will_Shoot	wd:Q254555
dbr:Even_So	wd:Q5416553
dbr:Gabriele_Lavia	wd:Q183096
dbr:Brainstorming__u002F__Kimi_Sae_Ireba_Nani_mo_Iranai	wd:Q7220638
dbr:Richard_Todd	wd:Q457165
dbr:Chemical_Playschool_3__u0026__4	wd:Q5090416
dbr:Enter_Sandman	wd:Q672508
dbr:The_Pez_Dispenser	wd:Q7756810
dbr:A_Time_for_Killing	wd:Q650539
dbr:Voronezh	wd:Q3426
dbr:Qeshlaq_Rural_District__u0028_Ahar_County_u0029_	wd:Q5666115
dbr:Another_Side_of_You	wd:Q4770348
dbr:Closet_Children	wd:Q3232394
dbr:The_Rent_Collector	wd:Q1952224
dbr:Diplochorda	wd:Q5279843
dbr:The_Adventures_of_Rocky_and_Bullwinkle	wd:Q705198
dbr:James_Pickens_u002C__Jr_u002E_	wd:Q39965
dbr:Cape_Town	wd:Q5465
dbr:Hermann_Bix	wd:Q10295085
dbr:Red_Dragon__u0028_film_u0029_	wd:Q9125658
dbr:Monte_Carlo	wd:Q45240
dbr:The_Saint_Goes_West	wd:Q7762064
dbr:A_Goon_u0027_s_Deed_in_a_Weary_World	wd:Q4657141
dbr:Four_Months_Later_u002E__u002E__u002E_	wd:Q945314
dbr:Pierre_Werner	wd:Q315661
dbr:The_Congress__u0028_2013_film_u0029_	wd:Q3520383
dbr:What_u0027_s_Up_Nurse_u0021_	wd:Q7990844
dbr:If_Lucy_Fell	wd:Q1514643
dbr:Benvenuto__u0028_song_u0029_	wd:Q766244
dbr:Alex_Maley	wd:Q15997813
dbr:ZDF	wd:Q48989
dbr:Slave_to_the_Grind__u0028_song_u0029_	wd:Q4353941
dbr:Murder_on_the_Dancefloor	wd:Q953740
dbr:Runnin_u0027___u0028_Dying_to_Live_u0029_	wd:Q2521582
dbr:Laughter_in_Paradise	wd:Q2263399
dbr:Bang_My_Head	wd:Q21685953
dbr:Fangland	wd:Q3472510
dbr:Charlotte_Coyle	wd:Q5085902
dbr:Soldier_in_the_Rain	wd:Q3281639
dbr:The_Girl_Who_Had_Everything	wd:Q178211
dbr:Love_Don_u0027_t_Care__u0028_Whose_Heart_It_Breaks_u0029_	wd:Q6690522
dbr:Nowhere__u0028_film_u0029_	wd:Q629570
dbr:Vasantha_Maligai	wd:Q7916353
dbr:The_Changing_Face_of_Evil	wd:Q7722096
dbr:Ail_u00E9_an_mac_Ruaidhr_u00ED_	wd:Q4697013
dbr:She__u0028_1935_film_u0029_	wd:Q2800583
dbr:Les_Yeux_cern_u00E9_s	wd:Q3236207
dbr:Les_Mots__u0028_song_u0029_	wd:Q1113167
dbr:Raju_Ramachandran	wd:Q16186434
dbr:Vittorio_Cecchi_Gori	wd:Q1459321
dbr:Royal_National_Lifeboat_Institution	wd:Q2166873
dbr:Vanessa_Redgrave	wd:Q347879
dbr:I_Dream_of_Jeannie_Cusamano	wd:Q3435590
dbr:I_Woke_Up_Early_The_Day_I_Died	wd:Q1538318
dbr:Raymond_Dart	wd:Q379590
dbr:The_Flight_of_the_Phoenix__u0028_1965_film_u0029_	wd:Q495804
dbr:Christmas_Carol__u0028_The_X_u002D_Files_u0029_	wd:Q5111310
dbr:The_Moor__u0028_novel_u0029_	wd:Q7752204
dbr:His_Private_Secretary	wd:Q3372532
dbr:Donna_Summer	wd:Q908933
dbr:Refugee__u0028_2006_film_u0029_	wd:Q16968455
dbr:War_and_Peace__u0028_1956_film_u0029_	wd:Q643811
dbr:Nikolai_Tsulygin	wd:Q3341706
dbr:Cruise_of_the_Jasper_B	wd:Q5189964
dbr:Transylvania__u0028_film_u0029_	wd:Q1757117
dbr:Should_u0027_ve_Been_a_Cowboy	wd:Q7502655
dbr:Lule_u00E5_	wd:Q26268
dbr:Billy_Zane	wd:Q205435
dbr:Albert_Estopinal_u002C__Jr_u002E_	wd:Q4710157
dbr:The_Chosen__u0028_1981_film_u0029_	wd:Q4198355
dbr:Animorphs	wd:Q548365
dbr:Silvio_Bagolini	wd:Q1294547
dbr:_u0028_I_Can_u0027_t_Get_No_u0029__Satisfaction	wd:Q158553
dbr:Nautical_Disaster__u0028_song_u0029_	wd:Q6981487
dbr:Free_Willy_3_u003A__The_Rescue	wd:Q1032889
dbr:Speed_Racer_in_My_Most_Dangerous_Adventures	wd:Q7575504
dbr:Nobel_Prize_in_Physiology_or_Medicine	wd:Q80061
dbr:Zock_On_u0021_	wd:Q8073207
dbr:County_seat	wd:Q62049
dbr:Grounds_for_Marriage	wd:Q1917932
dbr:Pink_Floyd	wd:Q2306
dbr:Puso_ng_Pasko	wd:Q7261898
dbr:The_Belly_of_an_Architect	wd:Q573762
dbr:K_u002E__G_u002E__George	wd:Q6323344
dbr:Jaroslav__u0160_pa_u010D_ek	wd:Q62545
dbr:David_Crombie	wd:Q1174104
dbr:The_Gilded_Lily__u0028_1935_film_u0029_	wd:Q2837940
dbr:3_Days_to_Kill	wd:Q3525931
dbr:Life_During_Wartime__u0028_film_u0029_	wd:Q2661541
dbr:The_Penguins_of_Madagascar	wd:Q323335
dbr:Lech_Majewski__u0028_film_director_u0029_	wd:Q715116
dbr:Sonam__u0028_actress_u0029_	wd:Q7560776
dbr:Vittorio_Storaro	wd:Q363413
dbr:The_Pure_Weight_of_the_Heart	wd:Q7758785
dbr:Denis_Kulyash	wd:Q984256
dbr:Speaking_of_Sex	wd:Q16028948
dbr:Babol_County	wd:Q1282212
dbr:George_de_Worms_u002C__2nd_Baron_de_Worms	wd:Q15994399
dbr:Harichandra__u0028_1968_film_u0029_	wd:Q18125450
dbr:The_Rock__u0028_film_u0029_	wd:Q216720
dbr:Raising_Hell__u0028_album_u0029_	wd:Q521828
dbr:Women_of_the_World	wd:Q3822168
dbr:Adolf_Hitler	wd:Q352
dbr:Aap_Mujhe_Achche_Lagne_Lage	wd:Q301012
dbr:The_Silence__u0028_The_Twilight_Zone_u0029_	wd:Q2679540
dbr:Mr_u002E__Suave	wd:Q6929223
dbr:Tanpopo__u0028_song_u0029_	wd:Q3515257
dbr:Look_Back_in_Anger__u0028_1989_TV_drama_u0029_	wd:Q6674993
dbr:Below_Zero__u0028_1930_film_u0029_	wd:Q1875983
dbr:Hum_Tum	wd:Q1033304
dbr:New_London_u002C__Connecticut	wd:Q49146
dbr:J_u002E__T_u002E__Walsh	wd:Q502128
dbr:The_Nun_and_the_Devil	wd:Q3828865
dbr:The_Scold_u0027_s_Bridle	wd:Q7762595
dbr:The_Adventures_of_Ichabod_and_Mr_u002E__Toad	wd:Q863963
dbr:Adam_Sandler	wd:Q132952
dbr:SMS_Mecklenburg	wd:Q479871
dbr:The_Tamarind_Seed	wd:Q2322427
dbr:Constantinople	wd:Q16869
dbr:Tulane_University	wd:Q1193547
dbr:Maria_Marten_u002C__or_the_Mystery_of_the_Red_Barn	wd:Q3847427
dbr:008_u003A__Operation_Exterminate	wd:Q3545901
dbr:Samuel_Dash	wd:Q3470468
dbr:Let_It_Die__u0028_song_u0029_	wd:Q3084051
dbr:This_Never_Happened_Before	wd:Q4261853
dbr:Eero_Kilpel_u00E4_inen	wd:Q987778
dbr:K_u00E4_the_Kollwitz	wd:Q142472
dbr:Raw_Nerve__u0028_1991_film_u0029_	wd:Q7296880
dbr:Russian_Navy	wd:Q465283
dbr:Matthew_F_u002E__Leonetti	wd:Q361308
dbr:Nosferatu__u0028_John_Zorn_album_u0029_	wd:Q3344348
dbr:Greg_Beeman	wd:Q2351528
dbr:Young_Cardinals	wd:Q8058006
dbr:Empire_of_Japan	wd:Q188712
dbr:Alfred_Fowler	wd:Q520882
dbr:The_Inspector_General__u0028_film_u0029_	wd:Q1089010
dbr:Husbands_and_Wives	wd:Q740143
dbr:Emeric_Pressburger	wd:Q55230
dbr:Hello_Angel	wd:Q5708607
dbr:Falling_Down	wd:Q289598
dbr:Mongoose_Publishing	wd:Q1575373
dbr:E_u002E__H_u002E__Calvert	wd:Q24541
dbr:Gardener_of_Eden	wd:Q3758274
dbr:Penumbra_u003A__Necrologue	wd:Q18785914
dbr:The_Big_Mouth	wd:Q660190
dbr:Two_Nights_with_Cleopatra	wd:Q3281632
dbr:Tuareg__u2013__The_Desert_Warrior	wd:Q4000101
dbr:Imagine_That__u0028_film_u0029_	wd:Q228585
dbr:New__u0028_album_u0029_	wd:Q14754876
dbr:Movin_u0027__On_Without_You	wd:Q2760791
dbr:BoA	wd:Q232449
dbr:Rings_on_Her_Fingers	wd:Q1057528
dbr:British_Waterways	wd:Q920339
dbr:Ren_u00E9__Laloux	wd:Q958483
dbr:BR_u002D_116	wd:Q2739838
dbr:Atlanta_Thrashers	wd:Q244039
dbr:The_Littlest_Outlaw	wd:Q3212262
dbr:St_Olave_u0027_s_Church_u002C__Chester	wd:Q7594988
dbr:At_the_Altar	wd:Q966746
dbr:Dream_Chamber	wd:Q15133227
dbr:Love_Is_Contagious	wd:Q6690702
dbr:Say_Say_Say__u0028_Waiting_4_U_u0029_	wd:Q3951187
dbr:Gimn_u00E1_stica_de_Torrelavega	wd:Q389712
dbr:Night_Trap	wd:Q1323428
dbr:Cattanooga_Cats	wd:Q1609384
dbr:Nathalie_Baye	wd:Q106573
dbr:Dead_Man__u0028_Carry_Me_u0029_	wd:Q5245296
dbr:Amore_e_non_amore	wd:Q3508368
dbr:Lizards__u0028_Heroes_u0029_	wd:Q6660571
dbr:Ray_Rennahan	wd:Q367614
dbr:The_Horse_in_the_Gray_Flannel_Suit	wd:Q3221176
dbr:Ramya_Krishnan	wd:Q3520429
dbr:Crack_a_Bottle	wd:Q21095
dbr:Twilight__u0028_1944_film_u0029_	wd:Q3092275
dbr:Train_of_Thought__u0028_Cher_song_u0029_	wd:Q7832899
dbr:Tom_Lawson__u0028_ice_hockey_u0029_	wd:Q2439803
dbr:Lil_Wayne	wd:Q15615
dbr:Anthony_Marinelli	wd:Q573585
dbr:The_One_Hundredth	wd:Q7755035
dbr:Cantopop	wd:Q853873
dbr:Arthur_Malet	wd:Q2865227
dbr:Another_Place_to_Fall	wd:Q650441
dbr:Mercedes_u002D_Benz_Actros	wd:Q1475733
dbr:Thamizhan	wd:Q7709996
dbr:The_Addams_Family__u0028_video_game_series_u0029_	wd:Q3985590
dbr:Albanian_language	wd:Q8748
dbr:Lee_Sang_u002D_don	wd:Q6514941
dbr:Selma_u002C__Alabama	wd:Q79941
dbr:Airheads	wd:Q408725
dbr:Robert_Kearns	wd:Q1373929
dbr:Who_u0027_s_That_Man	wd:Q7997062
dbr:Good_to_Be_Me	wd:Q5583144
dbr:Zahir_Pajaziti	wd:Q140580
dbr:Napoleonic_Wars	wd:Q78994
dbr:Bedside_Manner__u0028_film_u0029_	wd:Q4879432
dbr:You_Nazty_Spy_u0021_	wd:Q10954531
dbr:Ralph_Winter__u0028_producer_u0029_	wd:Q7288285
dbr:Joe_Cassidy__u0028_footballer_u002C__born_1896_u0029_	wd:Q6209035
dbr:Celebrity__u0028_film_u0029_	wd:Q1052826
dbr:My_Cactus_Heart	wd:Q6945136
dbr:My_Favorite_Wife	wd:Q589729
dbr:Ouest_Department	wd:Q1434621
dbr:Sarhad_Paar	wd:Q7423995
dbr:Bomberman_World	wd:Q2909732
dbr:Jade_Empire	wd:Q1143738
dbr:The_Cheeky_Devil	wd:Q17479333
dbr:Edward_Ruscha	wd:Q430967
dbr:Gert_Fr_u00F6_be	wd:Q76943
dbr:Get_Guilty	wd:Q5553892
dbr:The_Secret_Life_of_Arabia	wd:Q7763034
dbr:No_Reason	wd:Q748972
dbr:Alan_Campbell__u0028_screenwriter_u0029_	wd:Q1501817
dbr:Walon_Green	wd:Q1660432
dbr:Natalie_Wood	wd:Q180919
dbr:Sarkar__u0028_film_u0029_	wd:Q717788
dbr:Leo_K_u00F6_nigsberger	wd:Q68531
dbr:Lake_Ellesmere__u002F__Te_Waihora	wd:Q1800918
dbr:Edwin_L_u002E__Marin	wd:Q920059
dbr:Nelson_Stiffle	wd:Q6990746
dbr:The_Mortal_Storm	wd:Q176433
dbr:Tere_Mere_Sapne__u0028_1971_film_u0029_	wd:Q7701712
dbr:V_u00E1_clav_Nedorost	wd:Q1852709
dbr:Holla_at_Me	wd:Q5880762
dbr:Trilogy__u0028_ATB_album_u0029_	wd:Q1041486
dbr:Adult_Education__u0028_song_u0029_	wd:Q4685892
dbr:Don_Coscarelli	wd:Q720360
dbr:Van_Johnson	wd:Q436638
dbr:King_u0027_s_Bounty	wd:Q1742178
dbr:Swing_to_the_Right	wd:Q3506627
dbr:The_Legend_of_Wisely	wd:Q3498973
dbr:Sergei_Krivokrasov	wd:Q1308171
dbr:Tall_in_the_Saddle	wd:Q3109453
dbr:Sun_Green	wd:Q7638310
dbr:Arasu__u0028_2003_film_u0029_	wd:Q4784399
dbr:Medemblik	wd:Q9947
dbr:Sukumari	wd:Q3530068
dbr:Basie__u0026__Zoot	wd:Q4867069
dbr:Mad_Monster_Party_u0025_3F	wd:Q724774
dbr:Chaoyang_u002C__Liaoning	wd:Q75336
dbr:The_Last_Remake_of_Beau_Geste	wd:Q1118588
dbr:Docks_of_San_Francisco	wd:Q5287239
dbr:Red_Apples_Falling	wd:Q7303651
dbr:Comanche__u0028_1956_film_u0029_	wd:Q5150510
dbr:Tohfa	wd:Q3417232
dbr:Louis_A_u002E__Bafalis	wd:Q1350106
